#名前,"性別(0=両,1=男,2=女)",レア度,スロット1,スロット2,スロット3,入手時期,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数,カスタム強化防御力,カスタム強化素材1,個数1,カスタム強化素材2,個数2,ワンセット防具,仮番号
Odogaron Helm β,0,6,2,0,0,13,54,74,2,2,-2,-3,0,Bleeding Resistance,2,Odogaron Mastery,1,,,,,,,Odogaron Scale+,4,Odogaron Sinew+,2,Odogaron Claw+,2,Warped Bone,3,86,Streamstone Shard,1,Bird Wyvern Gem,1,0,1050
Rathalos Helm α,0,6,0,0,0,13,54,74,3,1,-2,1,-3,Attack Boost,2,Fire Attack,1,Rathalos Mastery,1,,,,,Rathalos Scale+,4,Rathalos Carapace,4,Inferno Sac,2,Rathalos Medulla,1,86,Streamstone Shard,1,Bird Wyvern Gem,1,0,1060
Rathalos Helm β,0,6,1,0,0,13,54,74,3,1,-2,1,-3,Attack Boost,2,Rathalos Mastery,1,,,,,,,Rathalos Scale+,4,Rathalos Carapace,4,Inferno Sac,2,Rathalos Medulla,1,86,Streamstone Shard,1,Bird Wyvern Gem,1,0,1070
Rath Soul Helm α,0,7,0,0,0,13,56,68,3,2,2,-3,-4,Critical Boost,1,Intimidator,2,Rathalos Mastery,1,,,,,Azure Rathalos Scale+,4,Azure Rathalos Carapace,4,Azure Rathalos Wing,3,Rathalos Ruby,1,82,Streamstone,1,Wyvern Gem,1,0,1080
Rath Soul Helm β,0,7,1,1,0,13,56,68,3,2,2,-3,-4,Critical Boost,1,Rathalos Mastery,1,,,,,,,Azure Rathalos Scale+,4,Azure Rathalos Carapace,4,Azure Rathalos Wing,3,Rathalos Ruby,1,82,Streamstone,1,Wyvern Gem,1,0,1090
Diablos Helm α,0,6,0,0,0,13,54,74,3,-2,0,-3,2,Critical Draw,2,Heroics,1,Diablos Mastery,1,,,,,Diablos Ridge+,4,Diablos Fang,4,Majestic Horn,2,Wyvern Gem,1,86,Streamstone Shard,1,Bird Wyvern Gem,1,0,1100
Diablos Helm β,0,6,2,0,0,13,54,74,3,-2,0,-3,2,Critical Draw,2,Diablos Mastery,1,,,,,,,Diablos Ridge+,4,Diablos Fang,4,Majestic Horn,2,Wyvern Gem,1,86,Streamstone Shard,1,Bird Wyvern Gem,1,0,1110
Diablos Nero Helm α,0,7,1,0,0,13,56,68,2,-3,0,-4,2,Focus,2,Diablos Mastery,1,,,,,,,Black Diablos Ridge+,1,Majestic Horn,2,Black Spiral Horn+,1,Novacrystal,1,82,Streamstone,1,Wyvern Gem,1,0,1120
Diablos Nero Helm β,0,7,3,0,0,13,56,68,2,-3,0,-4,2,Focus,1,Diablos Mastery,1,,,,,,,Black Diablos Ridge+,1,Majestic Horn,2,Black Spiral Horn+,1,Novacrystal,1,82,Streamstone,1,Wyvern Gem,1,0,1130
Uragaan Helm α,0,7,3,0,0,13,60,72,4,-3,1,-2,-2,Thunder Resistance,2,Uragaan Protection,1,,,,,,,Uragaan Scale+,4,Uragaan Carapace,2,Lava Nugget,4,Firecell Stone,1,86,Streamstone,1,Wyvern Gem,1,0,1140
Uragaan Helm β,0,7,3,1,0,13,60,72,4,-3,1,-2,-2,Thunder Resistance,1,Uragaan Protection,1,,,,,,,Uragaan Scale+,4,Uragaan Carapace,2,Lava Nugget,4,Firecell Stone,1,86,Streamstone,1,Wyvern Gem,1,0,1150
Bazel Helm α,0,7,2,0,0,13,58,70,3,1,-4,-2,-2,Earplugs,2,Blast Attack,1,Bazelgeuse Protection,1,,,,,Bazelgeuse Carapace,5,Bazelgeuse Talon,2,Bazelgeuse Wing,2,Bazelgeuse Gem,1,84,Streamstone,1,Wyvern Gem,1,0,1160
Bazel Helm β,0,7,3,1,0,13,58,70,3,1,-4,-2,-2,Earplugs,2,Bazelgeuse Protection,1,,,,,,,Bazelgeuse Carapace,5,Bazelgeuse Talon,2,Bazelgeuse Wing,2,Bazelgeuse Gem,1,84,Streamstone,1,Wyvern Gem,1,0,1170
Damascus Helm α,0,7,1,0,0,14,60,72,4,-2,0,0,0,Defense Boost,2,Speed Sharpening,1,,,,,,,Elder Dragon Blood,2,Fucium Ore,3,Great Girros Hood+,3,Novacrystal,1,86,Streamstone,1,Wyvern Gem,1,0,1180
Damascus Helm β,0,7,3,0,0,14,60,72,4,-2,0,0,0,Defense Boost,2,,,,,,,,,Elder Dragon Blood,2,Fucium Ore,3,Great Girros Hood+,3,Novacrystal,1,86,Streamstone,1,Wyvern Gem,1,0,1190
Dober Helm α,0,7,0,0,0,14,60,72,-2,0,-1,-1,4,Free Elem/Ammo Up,1,Dragon Resistance,1,,,,,,,Elder Dragon Bone,3,Quality Bone,3,Bazelgeuse Fuse,1,Dragonbone Relic,1,86,Streamstone,1,Wyvern Gem,1,0,1200
Dober Helm β,0,7,1,0,0,14,60,72,-2,0,-1,-1,4,Free Elem/Ammo Up,1,,,,,,,,,Elder Dragon Bone,3,Quality Bone,3,Bazelgeuse Fuse,1,Dragonbone Relic,1,86,Streamstone,1,Wyvern Gem,1,0,1210
Death Stench Brain α,0,7,2,0,0,14,62,74,3,2,-2,3,-4,Resuscitate,1,Critical Eye,1,,,,,,,Sinister Cloth,2,Brutal Bone,1,Vaal Hazak Membrane,1,Piercing Claw,3,88,Streamstone,1,Wyvern Gem,1,0,1220
Death Stench Brain β,0,7,3,0,0,14,62,74,3,2,-2,3,-4,Resuscitate,1,,,,,,,,,Sinister Cloth,2,Brutal Bone,1,Vaal Hazak Membrane,1,Piercing Claw,3,88,Streamstone,1,Wyvern Gem,1,0,1230
Skull Mask α,0,7,2,0,0,13,64,76,-3,-1,-1,-1,2,Handicraft,1,,,,,,,,,Unknown Skull,1,Brutal Bone,2,Warped Bone,3,Dragonbone Relic,1,90,Streamstone,1,Wyvern Gem,1,0,1240
Nergigante Helm α,0,8,1,0,0,14,64,70,1,1,-3,1,-3,Maximum Might,2,Attack Boost,1,Nergigante Hunger,1,,,,,Nergigante Horn+,2,Nergigante Carapace,6,Immortal Dragonscale,4,Nergigante Gem,1,84,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1250
Nergigante Helm β,0,8,1,1,0,14,64,70,1,1,-3,1,-3,Maximum Might,2,Nergigante Hunger,1,,,,,,,Nergigante Horn+,2,Nergigante Carapace,6,Immortal Dragonscale,4,Nergigante Gem,1,84,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1260
Kaiser Crown α,0,8,0,0,0,14,64,70,3,-3,1,-3,1,Latent Power,2,Teostra Technique,1,,,,,,,Teostra Carapace,5,Teostra Horn+,2,Teostra Tail,2,Firecell Stone,1,84,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1270
Kaiser Crown β,0,8,2,0,0,14,64,70,3,-3,1,-3,1,Latent Power,1,Teostra Technique,1,,,,,,,Teostra Carapace,5,Teostra Horn+,2,Teostra Tail,2,Firecell Stone,1,84,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1280
Kushala Glare α,0,8,0,0,0,14,64,70,0,2,-3,4,-2,Ice Attack,2,Handicraft,1,Kushala Daora Flight,1,,,,,Daora Dragon Scale+,4,Daora Carapace,4,Daora Webbing,2,Elder Dragon Bone,4,84,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1290
Kushala Glare β,0,8,1,1,1,14,64,70,0,2,-3,4,-2,Ice Attack,2,Kushala Daora Flight,1,,,,,,,Daora Dragon Scale+,4,Daora Carapace,4,Daora Webbing,2,Elder Dragon Bone,4,84,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1300
Vaal Hazak Helm α,0,8,0,0,0,14,64,70,-4,4,1,-1,-3,Peak Performance,1,Dragon Attack,2,Vaal Hazak Vitality,1,,,,,Deceased Scale,5,Vaal Hazak Carapace,4,Vaal Hazak Talon,4,Elder Dragon Bone,4,84,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1310
Vaal Hazak Helm β,0,8,1,0,0,14,64,70,-4,4,1,-1,-3,Peak Performance,1,Vaal Hazak Vitality,1,,,,,,,Deceased Scale,5,Vaal Hazak Carapace,4,Vaal Hazak Talon,4,Elder Dragon Bone,4,84,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1320
Kirin Horn α,0,8,0,0,0,14,64,70,-3,-2,4,-2,2,Marathon Runner,2,Divine Blessing,1,Kirin Favor,1,,,,,Kirin Hide+,3,Kirin Azure Horn,1,Shamos Scale+,2,Thunder Sac,4,84,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1330
Kirin Horn β,0,8,1,0,0,14,64,70,-3,-2,4,-2,2,Marathon Runner,2,Kirin Favor,1,,,,,,,Kirin Hide+,3,Kirin Azure Horn,1,Shamos Scale+,2,Thunder Sac,4,84,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1340
Xeno'jiiva Headgear α,0,8,1,0,0,16,72,78,-3,2,2,2,-4,Flinch Free,1,Special Ammo Boost,1,Xeno'jiiva Divinity,1,,,,,Xeno'jiiva Soulscale,5,Xeno'jiiva Shell,4,Xeno'jiiva Horn,2,Rathalos Plate,1,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1350
Xeno'jiiva Headgear β,0,8,2,0,0,16,72,78,-3,2,2,2,-4,Flinch Free,1,Xeno'jiiva Divinity,1,,,,,,,Xeno'jiiva Soulscale,5,Xeno'jiiva Shell,4,Xeno'jiiva Horn,2,Rathalos Plate,1,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1360
Guild Cross Circlet α,0,8,1,0,0,15,62,68,0,0,0,0,0,Divine Blessing,2,Thunder Resistance,2,Guild Guidance,1,,,,,Ace Hunter Coin,3,Flying Coin,2,Hunter King Coin,2,High Commendation,1,82,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1370
Guild Cross Circlet β,0,8,1,1,1,15,62,68,0,0,0,0,0,Divine Blessing,2,Guild Guidance,1,,,,,,,Ace Hunter Coin,3,Flying Coin,2,Hunter King Coin,2,High Commendation,1,82,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1380
Dragonking α,0,8,3,0,0,14,70,76,0,0,0,0,0,Weakness Exploit,2,,,,,,,,,Dragonvein Crystal,2,High Commendation,1,Immortal Dragonscale,6,,,90,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1390
Commission Gorget α,0,8,1,0,0,50,70,76,2,2,2,2,2,Tool Specialist,1,Master Gatherer,1,Commission Guidance,1,,,,,Research Commission Ticket,1,Rathalos Scale+,8,Sinister Cloth,2,High Commendation,2,90,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1400
Commission Gorget β,0,8,2,0,0,50,70,76,2,2,2,2,2,Tool Specialist,1,Commission Guidance,1,,,,,,,Research Commission Ticket,1,Rathalos Scale+,8,Sinister Cloth,2,High Commendation,2,90,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1410
Vangis Helm α,0,7,1,0,0,13,58,70,1,1,-3,2,-3,Partbreaker,1,Handicraft,1,,,,,,,Deviljho Hide,5,Deviljho Scalp,2,Deviljho Talon,2,Deviljho Gem,1,84,Streamstone,1,Wyvern Gem,1,0,1420
Vangis Helm β,0,7,3,1,0,13,58,70,1,1,-3,2,-3,Partbreaker,1,,,,,,,,,Deviljho Hide,5,Deviljho Scalp,2,Deviljho Talon,2,Deviljho Gem,1,84,Streamstone,1,Wyvern Gem,1,0,1430
Kulve Taroth's Fury α,0,8,1,0,0,16,72,78,4,-2,3,-4,-2,Free Elem/Ammo Up,1,Agitator,2,,,,,,,Kulve Taroth Golden Scale,12,Kulve Taroth Golden Shell,7,Kulve Taroth Golden Spiralhorn,6,Nergigante Gem,1,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1440
Kulve Taroth's Fury β,0,8,2,1,0,16,72,78,4,-2,3,-4,-2,Free Elem/Ammo Up,1,Agitator,1,,,,,,,Kulve Taroth Golden Scale,12,Kulve Taroth Golden Shell,7,Kulve Taroth Golden Spiralhorn,6,Nergigante Gem,1,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1450
Empress Crown α,0,8,3,1,0,16,70,76,3,1,1,-3,-2,Evade Extender,2,Tool Specialist,1,Lunastra Favor,1,,,,,Lunastra Scale+,4,Lunastra Carapace,4,Lunastra Wing,2,Elder Dragon Bone,4,90,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1460
Empress Crown β,0,8,3,2,0,16,70,76,3,1,1,-3,-2,Evade Extender,2,Lunastra Favor,1,,,,,,,Lunastra Scale+,4,Lunastra Carapace,4,Lunastra Wing,2,Elder Dragon Bone,4,90,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1470
Blossom Headgear α,0,5,1,1,0,11,40,62,1,1,4,1,1,Honey Hunter,1,,,,,,,,,Spring Blossom Ticket,2,Carbalite Ore,1,,,,,78,Streamstone Shard,1,Dragonbone Relic,1,0,1480
Diver's Mask α,0,5,2,0,0,11,46,68,1,4,1,1,1,Marathon Runner,1,,,,,,,,,Summer Twilight Ticket,1,Carbalite Ore,2,Quality Bone,1,,,84,Streamstone Shard,1,Dragonbone Relic,1,0,1490
Harvest Flor α,0,6,2,1,0,13,52,72,4,1,1,1,1,Focus,1,,,,,,,,,Autumn Harvest Ticket,1,Monster Hardbone,2,Monster Keenbone,1,,,84,Streamstone Shard,1,Bird Wyvern Gem,1,0,1500
Orion Cap α,0,6,3,1,0,13,58,78,1,1,1,4,1,Recovery Up,1,,,,,,,,,Winter Star Ticket,1,Fucium Ore,1,Monster Hardbone,1,,,90,Streamstone Shard,1,Bird Wyvern Gem,1,0,1510
Gala Suit Top Hat α,0,7,2,1,1,14,64,76,1,1,1,1,4,Critical Boost,1,Astera Blessing,1,,,,,,,Appreciation Ticket,3,Elder Dragon Bone,3,勇気の証G,2,,,90,Streamstone,1,Wyvern Gem,1,0,1520
Butterfly Vertex α,1,5,1,0,0,11,42,64,-1,-1,2,0,2,Stun Resistance,2,Defense Boost,1,,,,,,,Summer Insect Field Guide,1,Hornetaur Carapace,1,Carbalite Ore,2,Quality Bone,1,80,Streamstone Shard,1,Dragonbone Relic,1,0,1530
Butterfly Vertex β,1,5,2,0,0,11,42,64,-1,-1,2,0,2,Stun Resistance,2,,,,,,,,,Summer Insect Field Guide,1,Hornetaur Carapace,1,Carbalite Ore,2,Quality Bone,1,80,Streamstone Shard,1,Dragonbone Relic,1,0,1540
Queen Beetle Vertex α,2,5,1,0,0,11,42,64,-1,-1,2,0,2,Stun Resistance,2,Defense Boost,1,,,,,,,Summer Insect Field Guide,1,Hornetaur Carapace,1,Carbalite Ore,2,Quality Bone,1,80,Streamstone Shard,1,Dragonbone Relic,1,0,1550
Queen Beetle Vertex β,2,5,2,0,0,11,42,64,-1,-1,2,0,2,Stun Resistance,2,,,,,,,,,Summer Insect Field Guide,1,Hornetaur Carapace,1,Carbalite Ore,2,Quality Bone,1,80,Streamstone Shard,1,Dragonbone Relic,1,0,1560
Vaal Hazak Helm γ,0,8,3,0,0,50,72,78,-4,4,1,-1,-3,Recovery Up,2,Dragon Attack,1,Vaal Hazak Vitality,1,,,,,Vaal Hazak Ticket,1,Deceased Scale,5,Vaal Hazak Carapace,4,Vaal Hazak Talon,4,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1570
Kirin Horn γ,0,8,2,0,0,50,72,78,-3,-2,4,-2,2,Blight Resistance,1,Thunder Attack,3,Kirin Favor,1,,,,,Kirin Ticket,1,Kirin Hide+,3,Kirin Azure Horn,1,Kirin Thundertail,2,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1580
Kaiser Crown γ,0,8,2,2,0,50,72,78,3,-3,1,-3,1,Critical Eye,2,Teostra Technique,1,,,,,,,Teostra Ticket,1,Teostra Carapace,5,Teostra Webbing,4,Teostra Powder,4,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1590
Kushala Glare γ,0,8,2,0,0,50,72,78,0,2,-3,4,-2,Handicraft,2,Kushala Daora Flight,1,,,,,,,Kushala Daora Ticket,1,Daora Carapace,5,Daora Horn+,3,Daora Gem,1,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1600
Nergigante Helm γ,0,8,2,2,0,50,72,78,1,1,-3,1,-3,Stamina Surge,1,Agitator,1,Nergigante Hunger,1,,,,,Nergigante Ticket,1,Nergigante Carapace,4,Immortal Dragonscale,4,Nergigante Regrowth Plate,4,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1610
Zorah Headgear γ,0,8,2,0,0,50,72,78,4,-3,-1,-2,-3,Windproof,2,Critical Eye,2,Zorah Magdaros Mastery,1,,,,,Zorah Magdaros Ticket,1,Zorah Magdaros Heat Scale,5,Zorah Magdaros Pleura,2,Zorah Magdaros Magma,3,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1620
Xeno'jiiva Headgear γ,0,8,2,1,1,50,72,78,-3,2,2,2,-4,Blight Resistance,2,Power Prolonger,1,Xeno'jiiva Divinity,1,,,,,Xeno'jiiva Ticket,1,Xeno'jiiva Shell,4,Xeno'jiiva Wing,3,Xeno'jiiva Tail,2,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1630
Empress Crown γ,0,8,1,1,1,50,70,76,3,1,1,-3,-2,Wide-Range,2,Peak Performance,1,Lunastra Favor,1,,,,,Lunastra Ticket,1,Lunastra Carapace,4,Lunastra Wing,3,Lunastra Mane,2,90,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1640
Kulve Taroth's Fury γ,0,8,3,1,1,16,72,78,4,-2,3,-4,-2,Power Prolonger,1,Stun Resistance,1,,,,,,,Kulve Taroth Emperor Nugget,7,Kulve Taroth Golden Scale,15,Kulve Taroth Golden Shell,12,Kulve Taroth Golden Spiralhorn,8,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1650
Azure Starlord Crown α,0,7,3,0,0,13,56,68,2,2,0,0,3,Agitator,1,Rathalos Mastery,1,,,,,,,Azure Stargem,1,Dodogama Scale+,5,Dodogama Hide+,6,Dodogama Jaw,3,82,Streamstone,1,Wyvern Gem,1,0,1660
Dante's Hair α,0,8,1,0,0,14,64,70,3,-3,3,-3,3,Weakness Exploit,1,Critical Eye,1,,,,,,,Red Orb,1,Rathalos Scale+,5,Odogaron Scale+,5,Anjanath Scale+,5,84,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1670
Drachen Armet α,0,8,3,1,0,16,72,78,-2,-2,3,-2,4,Critical Boost,1,Airborne,1,Soul of the Dragoon,1,,,,,Behemoth Mane,2,Behemoth Bone,3,Behemoth Great Horn,1,エーテルライトの欠片,3,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1680
Sealed Eyepatch α,0,5,2,1,0,11,46,68,3,2,0,2,0,Fire Resistance,1,,,,,,,,,Black Bandage,2,Shamos Scale+,7,Shamos Hide+,5,Piercing Claw,4,84,Streamstone Shard,1,Dragonbone Relic,1,0,1690
Shadow Shades α,0,5,1,1,1,11,46,68,4,0,4,2,0,Stun Resistance,1,,,,,,,,,Black Crystal Ticket,3,Lightcrystal,1,Novacrystal,1,Dragonvein Crystal,3,84,Streamstone Shard,1,Dragonbone Relic,1,0,1700
Kulu-Ya-Ku Head α,0,5,3,1,0,11,46,68,2,0,2,3,2,Pro Transporter,1,,,,,,,,,Kulu-Ya-Ku Ticket,3,Kulu-Ya-Ku Beak+,1,Kulu-Ya-Ku Plume+,4,Kulu-Ya-Ku Hide+,5,84,Streamstone Shard,1,Dragonbone Relic,1,0,1710
Wiggler Head α,0,5,1,1,0,11,46,68,0,4,0,0,4,Wide-Range,2,,,,,,,,,Wiggler Ticket,3,Shamos Hide+,4,Gajau Scale,4,Coral Bone,3,84,Streamstone Shard,1,Dragonbone Relic,1,0,1720
Pulverizing Feather,0,4,0,0,0,13,32,56,0,0,0,0,0,Bombardier,3,,,,,,,,,※闘技大会01～07をランクA以上,0,,,,,,,76,Streamstone Shard,1,Fucium Ore,3,0,1730
Dragonseal Earrings α,0,7,0,0,0,15,60,72,0,0,0,0,0,Elderseal Boost,1,,,,,,,,,※闘技大会08～09をランクA以上,0,,,,,,,86,Streamstone,1,Wyvern Gem,1,0,1740
Origin Helm,0,1,0,0,0,1,6,42,0,0,0,0,0,Forager's Luck,1,,,,,,,,,※特典,0,,,,,,,72,Streamstone Shard,1,Fucium Ore,3,0,1750
Guardian Helm α+,0,6,1,0,0,1,50,70,2,0,0,2,3,Recovery Up,2,Health Boost,1,,,,,,,※配布,0,,,,,,,82,Streamstone Shard,1,Bird Wyvern Gem,1,0,1760
アーロイフェイスα,0,5,3,0,0,11,46,68,1,1,1,1,1,Affinity Sliding,1,Anjanath Will,1,,,,,,,ノラ族義勇兵の証,4,蛮頭竜の上毛皮,14,蛮頭竜の大鼻骨,6,蛮頭竜の宝玉,1,84,Streamstone Shard,1,Dragonbone Relic,1,1,1770
アーロイフェイスγ,0,8,3,0,0,50,64,70,1,1,1,1,1,Critical Boost,2,Anjanath Will,1,,,,,,,アーロイチケット,2,Deviljho Scale,15,Anjanath Gem,1,Deviljho Gem,1,84,Gleaming Streamstone,1,Elder Dragon Bone,2,1,1780
リュウフェイス,0,2,0,0,0,3,12,44,2,0,5,-3,2,Attack Boost,1,,,,,,,,,SFVチケット,7,Monster Bone M,6,Earth Crystal,6,Barroth Shell,5,70,Streamstone Shard,1,Fucium Ore,3,1,1790
リュウフェイスα,0,7,1,1,0,14,60,72,2,0,5,-3,2,Attack Boost,1,Constitution,1,Rathalos Mastery,1,,,,,SFVチケットⅡ’,4,Hunter King Coin,5,Immortal Dragonscale,6,Rathalos Plate,1,86,Streamstone,1,Wyvern Gem,1,1,1800
さくらフェイスα,0,6,1,1,0,13,50,70,0,4,0,4,-2,Attack Boost,1,Evade Window,1,Pink Rathian Mastery,1,,,,,SFVチケットⅡ,4,Hunter King Coin,4,Rathian Coin,4,Pink Rathian Scale+,6,82,Streamstone Shard,1,Bird Wyvern Gem,1,1,1810
Geralt's Head α,0,8,1,1,0,16,70,76,2,1,-2,-1,3,Weakness Exploit,2,Recovery Speed,1,Witcher's Knowledge,1,,,,,Leshen Skull,1,Leshen Claw,3,Cursed Bone,4,Leshen Resin,2,90,Gleaming Streamstone,1,Elder Dragon Bone,2,1,1820
Ciri's Head α,0,8,3,1,1,50,70,76,-2,-1,2,1,3,Free Elem/Ammo Up,1,Evade Window,1,,,,,,,Ancient Leshen Skull,1,Ancient Leshen Claw,4,Ancient Cursed Bone,8,Leshen Resin,10,90,Gleaming Streamstone,1,Elder Dragon Bone,2,1,1830
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1840
Bone Helm α+,0,9,3,0,0,M1,114,130,2,0,2,0,2,Health Boost,2,Partbreaker,1,,,,,,,Thick Bone,2,Monster Toughbone,1,Warped Bone,1,,,152,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,1850
Bone Helm β+,0,9,4,0,0,M1,114,130,2,0,2,0,2,Health Boost,1,Partbreaker,1,,,,,,,Thick Bone,2,Monster Toughbone,1,Warped Bone,1,,,152,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,1860
Alloy Helm α+,0,9,2,0,0,M1,114,130,-2,0,-2,-2,0,Windproof,2,Defense Boost,1,,,,,,,Eltalite Ore,1,Carbalite Ore,2,Spiritvein Crystal,1,Meldspar Ore,1,152,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,1870
Alloy Helm β+,0,9,4,1,0,M1,114,130,-2,0,-2,-2,0,Windproof,1,,,,,,,,,Eltalite Ore,1,Carbalite Ore,2,Spiritvein Crystal,1,Meldspar Ore,1,152,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,1880
Vespoid Helm α+,0,9,3,0,0,M1,116,132,-2,1,1,1,2,Quick Sheath,1,Paralysis Attack,1,,,,,,,Vespoid Razorwing,1,Monster Essence,1,Thick Bone,1,,,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,1890
Vespoid Helm β+,0,9,4,1,0,M1,116,132,-2,1,1,1,2,Quick Sheath,1,,,,,,,,,Vespoid Razorwing,1,Monster Essence,1,Thick Bone,1,,,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,1900
Hornetaur Helm α+,0,9,2,0,0,M1,116,132,-1,-1,0,0,2,Weakness Exploit,1,Dragon Attack,2,,,,,,,Hornetaur Razorwing,2,Monster Essence,1,Meldspar Ore,1,,,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,1910
Hornetaur Helm β+,0,9,4,0,0,M1,116,132,-1,-1,0,0,2,Weakness Exploit,1,Dragon Attack,1,,,,,,,Hornetaur Razorwing,2,Monster Essence,1,Meldspar Ore,1,,,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,1920
Shamos Goggles α+,0,9,2,1,0,M1,116,132,2,2,0,-3,0,Detector,1,Geologist,2,,,,,,,Shamos Shard,2,Tough Claw,1,Spiritvein Crystal,2,,,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,1930
Shamos Goggles β+,0,9,4,2,0,M1,116,132,2,2,0,-3,0,Detector,1,Geologist,1,,,,,,,Shamos Shard,2,Tough Claw,1,Spiritvein Crystal,2,,,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,1940
Gastodon Horn α+,0,9,1,0,0,M1,116,132,3,0,0,0,0,Flinch Free,2,Blast Resistance,1,,,,,,,Gastodon Husk,3,Prized Pelt,1,Thick Bone,3,,,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,1950
Gastodon Horn β+,0,9,4,1,0,M1,116,132,3,0,0,0,0,Flinch Free,1,Blast Resistance,1,,,,,,,Gastodon Husk,3,Prized Pelt,1,Thick Bone,3,,,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,1960
Wulg Scarf α+,0,9,2,1,0,M1,116,132,-3,2,-2,3,2,Ice Resistance,2,Master Mounter,1,,,,,,,Wulg Thickfur,3,Wingdrake Finehide,1,Eltalite Ore,2,,,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Wulg Scarf β+,0,9,4,1,0,M1,116,132,-3,2,-2,3,2,Ice Resistance,1,Master Mounter,1,,,,,,,Wulg Thickfur,3,Wingdrake Finehide,1,Eltalite Ore,2,,,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Jagras Helm α+,0,9,2,0,0,M1,116,132,-2,2,-1,-1,1,Speed Eating,2,Attack Boost,2,,,,,,,Great Jagras Thickhide,1,Great Jagras Shard,3,Monster Toughbone,2,Jagras Shard,1,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Jagras Helm β+,0,9,4,1,0,M1,116,132,-2,2,-1,-1,1,Speed Eating,1,Attack Boost,1,,,,,,,Great Jagras Thickhide,1,Great Jagras Shard,3,Monster Toughbone,2,Jagras Shard,1,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Tzitzi Headgear α+,0,9,2,1,0,M1,116,132,0,0,-3,-2,0,Free Elem/Ammo Up,1,Stun Resistance,1,,,,,,,Tzitzi-Ya-Ku Thickhide,2,Tzitzi-Ya-Ku Hardclaw,1,Tzitzi-Ya-Ku Photomembrane,1,Shamos Shard,2,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Tzitzi Headgear β+,0,9,4,1,0,M1,116,132,0,0,-3,-2,0,Free Elem/Ammo Up,1,,,,,,,,,Tzitzi-Ya-Ku Thickhide,2,Tzitzi-Ya-Ku Hardclaw,1,Tzitzi-Ya-Ku Photomembrane,1,Shamos Shard,2,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
