#名前,"性別(0=両,1=男,2=女)",レア度,スロット1,スロット2,スロット3,入手時期,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数,カスタム強化防御力,カスタム強化素材1,個数1,カスタム強化素材2,個数2,ワンセット防具,仮番号
Diablos Vambraces α,0,6,0,0,0,13,54,74,3,-2,0,-3,2,Heroics,2,Tremor Resistance,1,Diablos Mastery,1,,,,,Diablos Ridge+,4,Diablos Carapace,6,Diablos Tailcase,3,Kestodon Carapace,5,86,Streamstone Shard,1,Bird Wyvern Gem,1,0,1050
Diablos Vambraces β,0,6,2,0,0,13,54,74,3,-2,0,-3,2,Heroics,2,Diablos Mastery,1,,,,,,,Diablos Ridge+,4,Diablos Carapace,6,Diablos Tailcase,3,Kestodon Carapace,5,86,Streamstone Shard,1,Bird Wyvern Gem,1,0,1060
Diablos Nero Braces α,0,7,0,0,0,13,56,68,2,-3,0,-4,2,Focus,1,Marathon Runner,1,Diablos Mastery,1,,,,,Black Diablos Ridge+,4,Black Diablos Carapace,6,Carbalite Ore,5,Gastodon Carapace,5,82,Streamstone,1,Wyvern Gem,1,0,1070
Diablos Nero Braces β,0,7,2,1,0,13,56,68,2,-3,0,-4,2,Focus,1,Diablos Mastery,1,,,,,,,Black Diablos Ridge+,4,Black Diablos Carapace,6,Carbalite Ore,5,Gastodon Carapace,5,82,Streamstone,1,Wyvern Gem,1,0,1080
Uragaan Vambraces α,0,7,1,0,0,13,60,72,4,-3,1,-2,-2,Guard,1,Defense Boost,1,Uragaan Protection,1,,,,,Uragaan Carapace,4,Uragaan Scale+,4,Uragaan Marrow,1,Lava Nugget,4,86,Streamstone,1,Wyvern Gem,1,0,1090
Uragaan Vambraces β,0,7,2,0,0,13,60,72,4,-3,1,-2,-2,Guard,1,Uragaan Protection,1,,,,,,,Uragaan Carapace,4,Uragaan Scale+,4,Uragaan Marrow,1,Lava Nugget,4,86,Streamstone,1,Wyvern Gem,1,0,1100
Bazel Vambraces α,0,7,0,0,0,13,58,70,3,1,-4,-2,-2,Critical Draw,2,Earplugs,1,Bazelgeuse Protection,1,,,,,Bazelgeuse Carapace,4,Bazelgeuse Talon,2,Bazelgeuse Tail,2,Firecell Stone,1,84,Streamstone,1,Wyvern Gem,1,0,1110
Bazel Vambraces β,0,7,3,0,0,13,58,70,3,1,-4,-2,-2,Critical Draw,2,Bazelgeuse Protection,1,,,,,,,Bazelgeuse Carapace,4,Bazelgeuse Talon,2,Bazelgeuse Tail,2,Firecell Stone,1,84,Streamstone,1,Wyvern Gem,1,0,1120
Damascus Vambraces α,0,7,0,0,0,14,60,72,4,-2,0,0,0,Handicraft,1,Speed Sharpening,1,,,,,,,Elder Dragon Blood,2,Fucium Ore,3,Black Diablos Ridge+,5,Novacrystal,1,86,Streamstone,1,Wyvern Gem,1,0,1130
Damascus Vambraces β,0,7,1,0,0,14,60,72,4,-2,0,0,0,Handicraft,1,,,,,,,,,Elder Dragon Blood,2,Fucium Ore,3,Black Diablos Ridge+,5,Novacrystal,1,86,Streamstone,1,Wyvern Gem,1,0,1140
Dober Vambraces α,0,7,0,0,0,14,60,72,-2,0,-1,-1,4,Stamina Surge,2,Mushroomancer,1,,,,,,,Elder Dragon Bone,3,Quality Bone,3,Uragaan Marrow,1,Brutal Bone,3,86,Streamstone,1,Wyvern Gem,1,0,1150
Dober Vambraces β,0,7,1,1,0,14,60,72,-2,0,-1,-1,4,Stamina Surge,1,Mushroomancer,1,,,,,,,Elder Dragon Bone,3,Quality Bone,3,Uragaan Marrow,1,Brutal Bone,3,86,Streamstone,1,Wyvern Gem,1,0,1160
Death Stench Grip α,0,7,1,0,0,14,62,74,3,2,-2,3,-4,Focus,2,Dragon Attack,1,,,,,,,Sinister Cloth,2,Brutal Bone,2,Vaal Hazak Membrane,2,Novacrystal,1,88,Streamstone,1,Wyvern Gem,1,0,1170
Death Stench Grip β,0,7,1,1,0,14,62,74,3,2,-2,3,-4,Focus,2,,,,,,,,,Sinister Cloth,2,Brutal Bone,2,Vaal Hazak Membrane,2,Novacrystal,1,88,Streamstone,1,Wyvern Gem,1,0,1180
Nergigante Vambraces α,0,8,0,0,0,14,64,70,1,1,-3,1,-3,Agitator,2,Attack Boost,1,Nergigante Hunger,1,,,,,Nergigante Carapace,4,Nergigante Horn+,1,Nergigante Tail,2,Firecell Stone,1,84,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1190
Nergigante Vambraces β,0,8,1,0,0,14,64,70,1,1,-3,1,-3,Agitator,2,Nergigante Hunger,1,,,,,,,Nergigante Carapace,4,Nergigante Horn+,1,Nergigante Tail,2,Firecell Stone,1,84,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1200
Kaiser Vambraces α,0,8,1,0,0,14,64,70,3,-3,1,-3,1,Weakness Exploit,2,Teostra Technique,1,,,,,,,Fire Dragon Scale+,4,Teostra Carapace,4,Teostra Claw+,4,Elder Dragon Bone,4,84,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1210
Kaiser Vambraces β,0,8,3,0,0,14,64,70,3,-3,1,-3,1,Weakness Exploit,1,Teostra Technique,1,,,,,,,Fire Dragon Scale+,4,Teostra Carapace,4,Teostra Claw+,4,Elder Dragon Bone,4,84,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1220
Kushala Grip α,0,8,0,0,0,14,64,70,0,2,-3,4,-2,Evade Window,2,Handicraft,1,Kushala Daora Flight,1,,,,,Daora Carapace,5,Daora Horn+,2,Daora Tail,2,Legiana Plate,1,84,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1230
Kushala Grip β,0,8,3,0,0,14,64,70,0,2,-3,4,-2,Evade Window,2,Kushala Daora Flight,1,,,,,,,Daora Carapace,5,Daora Horn+,2,Daora Tail,2,Legiana Plate,1,84,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1240
Vaal Hazak Braces α,0,8,1,0,0,14,64,70,-4,4,1,-1,-3,Peak Performance,1,Recovery Speed,1,Vaal Hazak Vitality,1,,,,,Vaal Hazak Fang+,3,Deceased Scale,6,Vaal Hazak Membrane,2,Vaal Hazak Gem,1,84,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1250
Vaal Hazak Braces β,0,8,1,1,1,14,64,70,-4,4,1,-1,-3,Peak Performance,1,Vaal Hazak Vitality,1,,,,,,,Vaal Hazak Fang+,3,Deceased Scale,6,Vaal Hazak Membrane,2,Vaal Hazak Gem,1,84,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1260
Kirin Longarms α,0,8,0,0,0,14,64,70,-3,-2,4,-2,2,Thunder Attack,2,Marathon Runner,1,Kirin Favor,1,,,,,Kirin Hide+,3,Kirin Mane,4,Paolumu Carapace+,3,Dragonvein Crystal,6,84,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1270
Kirin Longarms β,0,8,1,1,0,14,64,70,-3,-2,4,-2,2,Thunder Attack,2,Kirin Favor,1,,,,,,,Kirin Hide+,3,Kirin Mane,4,Paolumu Carapace+,2,Dragonvein Crystal,6,84,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1280
Xeno'jiiva Claws α,0,8,1,0,0,16,72,78,-3,2,2,2,-4,Flinch Free,1,Critical Boost,1,Xeno'jiiva Divinity,1,,,,,Xeno'jiiva Shell,4,Xeno'jiiva Claw,3,Xeno'jiiva Veil,2,Wyvern Gem,1,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1290
Xeno'jiiva Claws β,0,8,3,0,0,16,72,78,-3,2,2,2,-4,Flinch Free,1,Xeno'jiiva Divinity,1,,,,,,,Xeno'jiiva Shell,4,Xeno'jiiva Claw,3,Xeno'jiiva Veil,2,Wyvern Gem,1,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1300
Guild Cross Vambraces α,0,8,1,0,0,15,62,68,0,0,0,0,0,Tool Specialist,1,Water Resistance,2,Guild Guidance,1,,,,,Ace Hunter Coin,3,Brute Coin,3,Hunter King Coin,2,High Commendation,1,82,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1310
Guild Cross Vambraces β,0,8,3,0,0,15,62,68,0,0,0,0,0,Tool Specialist,1,Guild Guidance,1,,,,,,,Ace Hunter Coin,3,Brute Coin,3,Hunter King Coin,2,High Commendation,1,82,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1320
Commission Vambraces α,0,8,1,0,0,50,70,76,2,2,2,2,2,Blindsider,1,Carving Pro,1,Commission Guidance,1,,,,,Research Commission Ticket,1,Legiana Scale+,8,Sinister Cloth,2,High Commendation,1,90,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1330
Commission Vambraces β,0,8,2,0,0,50,70,76,2,2,2,2,2,Blindsider,1,Commission Guidance,1,,,,,,,Research Commission Ticket,1,Legiana Scale+,8,Sinister Cloth,2,High Commendation,1,90,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1340
Vangis Vambraces α,0,7,0,0,0,13,58,70,1,1,-3,2,-3,Latent Power,2,Partbreaker,1,,,,,,,Deviljho Hide,4,Deviljho Tallfang,2,Deviljho Tail,2,Dragonbone Relic,1,84,Streamstone,1,Wyvern Gem,1,0,1350
Vangis Vambraces β,0,7,2,0,0,13,58,70,1,1,-3,2,-3,Latent Power,2,,,,,,,,,Deviljho Hide,4,Deviljho Tallfang,2,Deviljho Tail,2,Dragonbone Relic,1,84,Streamstone,1,Wyvern Gem,1,0,1360
Kulve Taroth's Rage α,0,8,1,0,0,16,72,78,4,-2,3,-4,-2,Free Elem/Ammo Up,1,Power Prolonger,2,,,,,,,Kulve Taroth Golden Scale,12,Kulve Taroth Golden Nugget,18,Kulve Taroth Golden Spiralhorn,6,Kulve Taroth Golden Glimstone,1,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1370
Kulve Taroth's Rage β,0,8,3,1,0,16,72,78,4,-2,3,-4,-2,Free Elem/Ammo Up,1,Power Prolonger,1,,,,,,,Kulve Taroth Golden Scale,12,Kulve Taroth Golden Nugget,18,Kulve Taroth Golden Spiralhorn,6,Kulve Taroth Golden Glimstone,1,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1380
Empress Vambraces α,0,8,3,0,0,16,70,76,3,1,1,-3,-2,Wide-Range,2,Blast Attack,2,Lunastra Favor,1,,,,,Lunastra Carapace,4,Lunastra Horn,1,Lunastra Tail,2,Firecell Stone,1,90,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1390
Empress Vambraces β,0,8,3,2,0,16,70,76,3,1,1,-3,-2,Wide-Range,2,Lunastra Favor,1,,,,,,,Lunastra Carapace,4,Lunastra Horn,1,Lunastra Tail,2,Firecell Stone,1,90,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1400
Blossom Cuffs α,0,5,1,1,0,11,40,62,1,1,4,1,1,Paralysis Resistance,1,,,,,,,,,Spring Blossom Ticket,3,Carbalite Ore,1,,,,,78,Streamstone Shard,1,Dragonbone Relic,1,0,1410
Diver's Braces α,0,5,2,0,0,11,46,68,1,4,1,1,1,Quick Sheath,1,,,,,,,,,Summer Twilight Ticket,1,Carbalite Ore,2,Quality Bone,1,,,84,Streamstone Shard,1,Dragonbone Relic,1,0,1420
Harvest Trama α,0,6,2,1,0,13,52,72,4,1,1,1,1,Resentment,1,,,,,,,,,Autumn Harvest Ticket,1,Monster Hardbone,1,Monster Keenbone,1,,,84,Streamstone Shard,1,Bird Wyvern Gem,1,0,1430
Orion Vambraces α,0,6,3,1,0,13,58,78,1,1,1,4,1,Windproof,1,,,,,,,,,Winter Star Ticket,1,Fucium Ore,1,Monster Hardbone,1,,,90,Streamstone Shard,1,Bird Wyvern Gem,1,0,1440
Gala Suit Cuffs α,0,7,2,1,1,14,64,76,1,1,1,1,4,Maximum Might,1,Astera Blessing,1,,,,,,,Appreciation Ticket,3,Elder Dragon Bone,1,勇気の証G,2,,,90,Streamstone,1,Wyvern Gem,1,0,1450
Butterfly Brachia α,1,5,0,0,0,11,42,64,-1,-1,2,0,2,Critical Eye,2,Health Boost,1,,,,,,,Summer Insect Field Guide,1,Hornetaur Carapace,1,Carbalite Ore,2,Quality Bone,1,80,Streamstone Shard,1,Dragonbone Relic,1,0,1460
Butterfly Brachia β,1,5,1,0,0,11,42,64,-1,-1,2,0,2,Critical Eye,2,,,,,,,,,Summer Insect Field Guide,1,Hornetaur Carapace,1,Carbalite Ore,2,Quality Bone,1,80,Streamstone Shard,1,Dragonbone Relic,1,0,1470
Queen Beetle Brachia α,2,5,0,0,0,11,42,64,-1,-1,2,0,2,Critical Eye,2,Health Boost,1,,,,,,,Summer Insect Field Guide,1,Hornetaur Carapace,1,Carbalite Ore,2,Quality Bone,1,80,Streamstone Shard,1,Dragonbone Relic,1,0,1480
Queen Beetle Brachia β,2,5,1,0,0,11,42,64,-1,-1,2,0,2,Critical Eye,2,,,,,,,,,Summer Insect Field Guide,1,Hornetaur Carapace,1,Carbalite Ore,2,Quality Bone,1,80,Streamstone Shard,1,Dragonbone Relic,1,0,1490
Vaal Hazak Braces γ,0,8,3,2,0,50,72,78,-4,4,1,-1,-3,Dragon Attack,3,Vaal Hazak Vitality,1,,,,,,,Vaal Hazak Ticket,1,Vaal Hazak Fang+,3,Deceased Scale,6,Vaal Hazak Gem,1,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1500
Kirin Longarms γ,0,8,2,2,0,50,72,78,-3,-2,4,-2,2,Blight Resistance,1,Free Elem/Ammo Up,1,Kirin Favor,1,,,,,Kirin Ticket,1,Kirin Hide+,3,Kirin Thundertail,3,Novacrystal,1,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1510
Kaiser Vambraces γ,0,8,3,0,0,50,72,78,3,-3,1,-3,1,Critical Eye,3,Teostra Technique,1,,,,,,,Teostra Ticket,1,Fire Dragon Scale+,4,Teostra Carapace,4,Teostra Mane,3,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1520
Kushala Grip γ,0,8,1,1,1,50,72,78,0,2,-3,4,-2,Focus,2,Kushala Daora Flight,1,,,,,,,Kushala Daora Ticket,1,Daora Dragon Scale+,4,Daora Carapace,4,Daora Claw+,2,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1530
Nergigante Vambraces γ,0,8,2,1,1,50,72,78,1,1,-3,1,-3,Partbreaker,1,Attack Boost,1,Nergigante Hunger,1,,,,,Nergigante Ticket,1,Nergigante Carapace,4,Immortal Dragonscale,4,Nergigante Regrowth Plate,2,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1540
Zorah Claws γ,0,8,3,1,0,50,72,78,4,-3,-1,-2,-3,Earplugs,2,Zorah Magdaros Mastery,1,,,,,,,Zorah Magdaros Ticket,1,Zorah Magdaros Ridge,1,Zorah Magdaros Carapace,2,Zorah Magdaros Gem,1,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1550
Xeno'jiiva Claws γ,0,8,2,2,1,50,72,78,-3,2,2,2,-4,Power Prolonger,1,Special Ammo Boost,1,Xeno'jiiva Divinity,1,,,,,Xeno'jiiva Ticket,1,Xeno'jiiva Soulscale,4,Xeno'jiiva Shell,4,Xeno'jiiva Veil,3,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1560
Empress Vambraces γ,0,8,3,1,0,50,70,76,3,1,1,-3,-2,Agitator,2,Evade Extender,1,Lunastra Favor,1,,,,,Lunastra Ticket,1,Lunastra Scale+,4,Lunastra Carapace,4,Lunastra Tail,2,90,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1570
Kulve Taroth's Rage γ,0,8,1,0,0,16,72,78,4,-2,3,-4,-2,Handicraft,2,Constitution,1,,,,,,,Kulve Taroth Emperor Nugget,7,Kulve Taroth Golden Scale,15,Kulve Taroth Golden Spiralhorn,8,Kulve Taroth Golden Glimstone,1,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1580
Azure Starlord Gauntlets α,0,7,3,0,0,13,56,68,2,2,0,0,3,Recovery Up,2,Rathalos Mastery,1,,,,,,,Azure Stargem,1,Dodogama Scale+,5,Dodogama Hide+,6,Dodogama Talon,4,82,Streamstone,1,Wyvern Gem,1,0,1590
Dante's Gloves α,0,8,3,0,0,14,64,70,3,-3,3,-3,3,Evade Window,1,Special Ammo Boost,1,,,,,,,Red Orb,1,Anjanath Pelt+,6,Anjanath Fang+,4,Anjanath Plate,1,84,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1600
Drachen Vambraces α,0,8,2,2,0,16,72,78,-2,-2,3,-2,4,Critical Eye,2,Attack Boost,1,Soul of the Dragoon,1,,,,,Behemoth Mane,3,Behemoth Bone,3,Behemoth Great Horn,1,Behemoth Tail,1,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1610
Origin Vambraces,0,1,0,0,0,1,6,42,0,0,0,0,0,,,,,,,,,,,※特典,0,,,,,,,72,Streamstone Shard,1,Fucium Ore,3,0,1620
Guardian Vambraces α+,0,6,0,0,0,1,50,70,2,0,0,2,3,Marathon Runner,1,Divine Blessing,1,,,,,,,※配布,0,,,,,,,82,Streamstone Shard,1,Bird Wyvern Gem,1,0,1630
アーロイアームα,0,5,1,0,0,11,46,68,1,1,1,1,1,Weakness Exploit,1,Scenthound,1,Anjanath Will,1,,,,,※ワンセット,0,,,,,,,84,Streamstone Shard,1,Dragonbone Relic,1,1,1640
アーロイアームγ,0,8,1,1,0,50,64,70,1,1,1,1,1,Weakness Exploit,2,Invalid Message,1,Anjanath Will,1,,,,,※ワンセット,0,,,,,,,84,Gleaming Streamstone,1,Elder Dragon Bone,2,1,1650
リュウアーム,0,2,0,0,0,3,12,44,2,0,5,-3,2,Latent Power,1,,,,,,,,,※ワンセット,0,,,,,,,70,Streamstone Shard,1,Fucium Ore,3,1,1660
リュウアームα,0,7,2,0,0,14,60,72,2,0,5,-3,2,Agitator,1,Rathalos Mastery,1,,,,,,,※ワンセット,0,,,,,,,86,Streamstone,1,Wyvern Gem,1,1,1670
さくらアームα,0,6,2,0,0,13,50,70,0,4,0,4,-2,Latent Power,1,Pink Rathian Mastery,1,,,,,,,※ワンセット,0,,,,,,,82,Streamstone Shard,1,Bird Wyvern Gem,1,1,1680
Geralt's Arms α,0,8,3,0,0,16,70,76,2,1,-2,-1,3,Recovery Speed,2,Marathon Runner,1,Witcher's Knowledge,1,,,,,※ワンセット,0,,,,,,,90,Gleaming Streamstone,1,Elder Dragon Bone,2,1,1690
Ciri's Arms α,0,8,2,0,0,50,70,76,-2,-1,2,1,3,Free Elem/Ammo Up,1,Razor Sharp/Spare Shot,1,,,,,,,※ワンセット,0,,,,,,,90,Gleaming Streamstone,1,Elder Dragon Bone,2,1,1700
Defender Vambraces α,0,6,0,0,0,1,50,70,2,0,0,2,3,Marathon Runner,1,Divine Blessing,1,,,,,,,※武具屋購入,0,,,,,,,82,Streamstone Shard,1,Bird Wyvern Gem,1,0,
Bone Vambraces α+,0,9,2,0,0,M1,114,130,2,0,2,0,2,Slugger,2,Attack Boost,1,,,,,,,Thick Bone,2,Monster Toughbone,1,Coral Bone,1,,,152,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Bone Vambraces β+,0,9,4,1,0,M1,114,130,2,0,2,0,2,Slugger,1,,,,,,,,,Thick Bone,2,Monster Toughbone,1,Coral Bone,1,,,152,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Alloy Vambraces α+,0,9,3,0,0,M1,114,130,-2,0,-2,-2,0,Defense Boost,2,Speed Sharpening,1,,,,,,,Eltalite Ore,1,Carbalite Ore,2,Dragonvein Crystal,2,,,152,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Alloy Vambraces β+,0,9,4,1,0,M1,114,130,-2,0,-2,-2,0,Defense Boost,1,,,,,,,,,Eltalite Ore,1,Carbalite Ore,2,Dragonvein Crystal,2,,,152,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Vespoid Vambraces α+,0,9,3,0,0,M1,116,132,-2,1,1,1,2,Paralysis Attack,2,Quick Sheath,1,,,,,,,Vespoid Razorwing,1,Monster Essence,2,Thick Bone,2,,,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Vespoid Vambraces β+,0,9,4,1,0,M1,116,132,-2,1,1,1,2,Paralysis Attack,1,,,,,,,,,Vespoid Razorwing,1,Monster Essence,2,Thick Bone,2,,,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Hornetaur Vambraces α+,0,9,3,0,0,M1,116,132,-1,-1,0,0,2,Free Meal,1,Handicraft,1,,,,,,,Hornetaur Razorwing,1,Monster Essence,1,Eltalite Ore,1,,,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Hornetaur Vambraces β+,0,9,4,2,0,M1,116,132,-1,-1,0,0,2,Free Meal,1,,,,,,,,,Hornetaur Razorwing,1,Monster Essence,1,Eltalite Ore,1,,,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Kestodon Guards α+,0,9,1,1,0,M1,116,132,4,0,0,0,0,Affinity Sliding,1,Focus,2,,,,,,,Kestodon Husk,3,Thick Bone,2,,,,,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Kestodon Guards β+,0,9,4,1,0,M1,116,132,4,0,0,0,0,Affinity Sliding,1,Focus,1,,,,,,,Kestodon Husk,3,Thick Bone,2,,,,,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Jagras Vambraces α+,0,9,2,0,0,M1,116,132,-2,2,-1,-1,1,Evade Extender,2,Recovery Up,1,,,,,,,Great Jagras Thickhide,1,Great Jagras Mane+,2,Great Jagras Hardclaw,1,Tough Claw,2,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Jagras Vambraces β+,0,9,4,0,0,M1,116,132,-2,2,-1,-1,1,Evade Extender,1,Recovery Up,1,,,,,,,Great Jagras Thickhide,1,Great Jagras Mane+,2,Great Jagras Hardclaw,1,Tough Claw,2,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Tzitzi Vambraces α+,0,9,2,0,0,M1,116,132,0,0,-3,-2,0,Stun Resistance,2,Wide-Range,2,,,,,,,Tzitzi-Ya-Ku Thickhide,2,Tzitzi-Ya-Ku Shard,1,Tzitzi-Ya-Ku Photomembrane,1,Bathycite Ore,2,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Tzitzi Vambraces β+,0,9,4,0,0,M1,116,132,0,0,-3,-2,0,Stun Resistance,2,Wide-Range,1,,,,,,,Tzitzi-Ya-Ku Thickhide,2,Tzitzi-Ya-Ku Shard,1,Tzitzi-Ya-Ku Photomembrane,1,Bathycite Ore,2,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Girros Vambraces α+,0,9,1,0,0,M1,116,132,0,-3,2,0,1,Free Elem/Ammo Up,1,Effluvia Resistance,2,,,,,,,Great Girros Thickhide,2,Great Girros Shard,2,Great Girros Hardhood,1,Warped Bone,2,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Girros Vambraces β+,0,9,4,0,0,M1,116,132,0,-3,2,0,1,Free Elem/Ammo Up,1,Effluvia Resistance,1,,,,,,,Great Girros Thickhide,2,Great Girros Shard,2,Great Girros Hardhood,1,Warped Bone,2,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Dodogama Vambraces α+,0,9,2,0,0,M1,120,136,2,0,-3,0,2,Bombardier,2,Blast Attack,1,,,,,,,Dodogama Thickhide,2,Dodogama Shard,2,Dodogama Hardclaw,1,Gastodon Husk,1,158,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Dodogama Vambraces β+,0,9,4,0,0,M1,120,136,2,0,-3,0,2,Bombardier,1,Blast Attack,1,,,,,,,Dodogama Thickhide,2,Dodogama Shard,2,Dodogama Hardclaw,1,Gastodon Husk,1,158,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Kulu Vambraces α+,0,9,1,1,0,M1,116,132,0,-3,0,1,0,Critical Boost,1,Pro Transporter,1,,,,,,,Kulu-Ya-Ku Thickhide,2,Kulu-Ya-Ku Shard,1,Eltalite Ore,3,,,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Kulu Vambraces β+,0,9,4,0,0,M1,116,132,0,-3,0,1,0,Critical Boost,1,,,,,,,,,Kulu-Ya-Ku Thickhide,2,Kulu-Ya-Ku Shard,1,Eltalite Ore,3,,,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Pukei Vambraces α+,0,9,1,0,0,M1,118,134,0,3,-3,0,1,Peak Performance,2,Survival Expert,1,,,,,,,Pukei-Pukei Cortex,2,Pukei-Pukei Shard,2,Monster Toughbone,2,Meldspar Ore,2,156,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Pukei Vambraces β+,0,9,4,0,0,M1,118,134,0,3,-3,0,1,Peak Performance,1,Survival Expert,1,,,,,,,Pukei-Pukei Cortex,2,Pukei-Pukei Shard,2,Monster Toughbone,2,Meldspar Ore,2,156,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Pukei Lagoon Braces α+,0,9,1,0,0,M4,132,148,0,3,-2,-3,0,Partbreaker,1,Power Prolonger,1,,,,,,,Coral Pukei-Pukei Cortex,3,Coral Pukei-Pukei Shard,2,Bathycite Ore,2,,,170,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Pukei Lagoon Braces β+,0,9,4,1,0,M4,132,148,0,3,-2,-3,0,Partbreaker,1,,,,,,,,,Coral Pukei-Pukei Cortex,3,Coral Pukei-Pukei Shard,2,Bathycite Ore,2,,,170,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Barroth Vambraces α+,0,9,3,1,0,M1,118,134,-3,-1,3,-1,0,Marathon Runner,1,Guard,1,,,,,,,Barroth Chine,2,Barroth Lash,1,Kestodon Husk,2,,,156,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Barroth Vambraces β+,0,9,4,2,0,M1,118,134,-3,-1,3,-1,0,Marathon Runner,1,,,,,,,,,Barroth Chine,2,Barroth Lash,1,Kestodon Husk,2,,,156,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Jyura Vambraces α+,0,9,2,1,0,M1,118,134,-1,2,-3,0,0,Water Attack,2,Ice Resistance,1,,,,,,,Jyuratodus Cortex,1,Jyuratodus Shard,1,Monster Toughbone,2,,,156,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Jyura Vambraces β+,0,9,4,2,0,M1,118,134,-1,2,-3,0,0,Water Attack,2,,,,,,,,,Jyuratodus Cortex,1,Jyuratodus Shard,1,Monster Toughbone,2,,,156,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Beo Vambraces α+,0,9,3,0,0,M1,118,134,-3,0,-2,3,2,Ice Attack,2,Health Boost,1,,,,,,,Beotodus Cortex,2,Beotodus Hardhorn,2,Cryo Sac,1,,,156,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Beo Vambraces β+,0,9,4,0,0,M1,118,134,-3,0,-2,3,2,Ice Attack,2,,,,,,,,,Beotodus Cortex,2,Beotodus Hardhorn,2,Cryo Sac,1,,,156,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Kadachi Vambraces α+,0,9,2,0,0,M1,120,136,0,-3,3,0,0,Evade Extender,2,Thunder Attack,2,,,,,,,Tobi-Kadachi Thickfur,2,Tobi-Kadachi Shard,1,Tobi-Kadachi Hardclaw,2,Lightning Sac,2,158,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
