#名前,"性別(0=両,1=男,2=女)",レア度,スロット1,スロット2,スロット3,入手時期,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数,カスタム強化防御力,カスタム強化素材1,個数1,カスタム強化素材2,個数2,ワンセット防具,仮番号
Diablos Greaves α,0,6,0,0,0,13,54,74,3,-2,0,-3,2,Tremor Resistance,2,Slugger,1,Diablos Mastery,1,,,,,Diablos Ridge+,6,Diablos Carapace,4,Majestic Horn,1,Blos Medulla,1,86,Streamstone Shard,1,Bird Wyvern Gem,1,0,1050
Diablos Greaves β,0,6,1,1,0,13,54,74,3,-2,0,-3,2,Tremor Resistance,2,Diablos Mastery,1,,,,,,,Diablos Ridge+,6,Diablos Carapace,4,Majestic Horn,1,Blos Medulla,1,86,Streamstone Shard,1,Bird Wyvern Gem,1,0,1060
Diablos Nero Greaves α,0,7,1,0,0,13,56,68,2,-3,0,-4,2,Normal Shots,1,Heroics,1,Diablos Mastery,1,,,,,Black Diablos Ridge+,6,Black Diablos Carapace,4,Black Spiral Horn+,1,Wyvern Gem,1,82,Streamstone,1,Wyvern Gem,1,0,1070
Diablos Nero Greaves β,0,7,2,0,0,13,56,68,2,-3,0,-4,2,Normal Shots,1,Diablos Mastery,1,,,,,,,Black Diablos Ridge+,6,Black Diablos Carapace,4,Black Spiral Horn+,1,Wyvern Gem,1,82,Streamstone,1,Wyvern Gem,1,0,1080
Uragaan Greaves α,0,7,1,0,0,13,60,72,4,-3,1,-2,-2,Guard,2,Uragaan Protection,1,,,,,,,Uragaan Carapace,4,Uragaan Scale+,4,Uragaan Scute,2,Gastodon Carapace,5,86,Streamstone,1,Wyvern Gem,1,0,1090
Uragaan Greaves β,0,7,3,0,0,13,60,72,4,-3,1,-2,-2,Guard,1,Uragaan Protection,1,,,,,,,Uragaan Carapace,4,Uragaan Scale+,4,Uragaan Scute,2,Gastodon Carapace,5,86,Streamstone,1,Wyvern Gem,1,0,1100
Bazel Greaves α,0,7,1,0,0,13,58,70,3,1,-4,-2,-2,Bombardier,2,Critical Draw,1,Bazelgeuse Protection,1,,,,,Bazelgeuse Scale+,4,Bazelgeuse Carapace,4,Bazelgeuse Talon,2,Dodogama Hide+,4,84,Streamstone,1,Wyvern Gem,1,0,1110
Bazel Greaves β,0,7,3,0,0,13,58,70,3,1,-4,-2,-2,Bombardier,2,Bazelgeuse Protection,1,,,,,,,Bazelgeuse Scale+,4,Bazelgeuse Carapace,4,Bazelgeuse Talon,2,Dodogama Hide+,4,84,Streamstone,1,Wyvern Gem,1,0,1120
Damascus Greaves α,0,7,1,0,0,14,60,72,4,-2,0,0,0,Defense Boost,2,Iron Skin,1,,,,,,,Elder Dragon Blood,2,Fucium Ore,3,Lavasioth Carapace,5,Novacrystal,1,86,Streamstone,1,Wyvern Gem,1,0,1130
Damascus Greaves β,0,7,3,0,0,14,60,72,4,-2,0,0,0,Defense Boost,2,,,,,,,,,Elder Dragon Blood,2,Fucium Ore,3,Lavasioth Carapace,5,Novacrystal,1,86,Streamstone,1,Wyvern Gem,1,0,1140
Dober Greaves α,0,7,0,0,0,14,60,72,-2,0,-1,-1,4,Attack Boost,2,Stamina Surge,1,,,,,,,Elder Dragon Bone,3,Quality Bone,3,Radobaan Medulla,1,Dragonbone Relic,1,86,Streamstone,1,Wyvern Gem,1,0,1150
Dober Greaves β,0,7,1,0,0,14,60,72,-2,0,-1,-1,4,Attack Boost,2,,,,,,,,,Elder Dragon Bone,3,Quality Bone,3,Radobaan Medulla,1,Dragonbone Relic,1,86,Streamstone,1,Wyvern Gem,1,0,1160
Death Stench Heel α,0,7,0,0,0,14,62,74,3,2,-2,3,-4,Handicraft,2,Dragon Attack,2,,,,,,,Sinister Cloth,2,Dragonbone Relic,1,Vaal Hazak Membrane,2,Novacrystal,1,88,Streamstone,1,Wyvern Gem,1,0,1170
Death Stench Heel β,0,7,1,1,0,14,62,74,3,2,-2,3,-4,Handicraft,2,,,,,,,,,Sinister Cloth,2,Dragonbone Relic,1,Vaal Hazak Membrane,2,Novacrystal,1,88,Streamstone,1,Wyvern Gem,1,0,1180
Nergigante Greaves α,0,8,1,0,0,14,64,70,1,1,-3,1,-3,Maximum Might,1,Agitator,1,Nergigante Hunger,1,,,,,Nergigante Carapace,4,Immortal Dragonscale,4,Nergigante Regrowth Plate,2,Elder Dragon Blood,2,84,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1190
Nergigante Greaves β,0,8,2,0,0,14,64,70,1,1,-3,1,-3,Maximum Might,1,Nergigante Hunger,1,,,,,,,Nergigante Carapace,4,Immortal Dragonscale,4,Nergigante Regrowth Plate,2,Elder Dragon Blood,2,84,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1200
Kaiser Greaves α,0,8,0,0,0,14,64,70,3,-3,1,-3,1,Latent Power,2,Blast Attack,1,Teostra Technique,1,,,,,Teostra Horn+,3,Fire Dragon Scale+,6,Teostra Mane,2,Teostra Gem,1,84,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1210
Kaiser Greaves β,0,8,1,0,0,14,64,70,3,-3,1,-3,1,Latent Power,2,Teostra Technique,1,,,,,,,Teostra Horn+,3,Fire Dragon Scale+,6,Teostra Mane,2,Teostra Gem,1,84,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1220
Kushala Crus α,0,8,0,0,0,14,64,70,0,2,-3,4,-2,Evade Extender,2,Handicraft,1,Kushala Daora Flight,1,,,,,Daora Carapace,4,Daora Dragon Scale+,4,Daora Webbing,3,Elder Dragon Blood,3,84,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1230
Kushala Crus β,0,8,3,0,0,14,64,70,0,2,-3,4,-2,Evade Extender,2,Kushala Daora Flight,1,,,,,,,Daora Carapace,5,Daora Dragon Scale+,4,Daora Webbing,3,Elder Dragon Blood,3,84,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1240
Vaal Hazak Greaves α,0,8,1,0,0,14,64,70,-4,4,1,-1,-3,Effluvia Resistance,2,Dragon Attack,1,Vaal Hazak Vitality,1,,,,,Deceased Scale,5,Vaal Hazak Carapace,4,Vaal Hazak Membrane,2,Dragonvein Crystal,6,84,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1250
Vaal Hazak Greaves β,0,8,1,1,0,14,64,70,-4,4,1,-1,-3,Effluvia Resistance,2,Vaal Hazak Vitality,1,,,,,,,Deceased Scale,5,Vaal Hazak Carapace,4,Vaal Hazak Membrane,2,Dragonvein Crystal,6,84,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1260
Kirin Leg Guards α,0,8,0,0,0,14,64,70,-3,-2,4,-2,2,Free Elem/Ammo Up,2,Thunder Resistance,2,Kirin Favor,1,,,,,Kirin Hide+,3,Kirin Thundertail,3,Paolumu Carapace+,3,Dragonbone Relic,1,84,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1270
Kirin Leg Guards β,0,8,1,1,0,14,64,70,-3,-2,4,-2,2,Free Elem/Ammo Up,2,Kirin Favor,1,,,,,,,Kirin Hide+,3,Kirin Thundertail,3,Paolumu Carapace+,3,Dragonbone Relic,1,84,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1280
Xeno'jiiva Spurs α,0,8,1,0,0,16,72,78,-3,2,2,2,-4,Flinch Free,1,Power Prolonger,1,Xeno'jiiva Divinity,1,,,,,Xeno'jiiva Soulscale,4,Xeno'jiiva Shell,4,Xeno'jiiva Veil,2,Legiana Plate,1,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1290
Xeno'jiiva Spurs β,0,8,1,1,0,16,72,78,-3,2,2,2,-4,Flinch Free,1,Xeno'jiiva Divinity,1,,,,,,,Xeno'jiiva Soulscale,4,Xeno'jiiva Shell,4,Xeno'jiiva Veil,2,Legiana Plate,1,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1300
Guild Cross Boots α,0,8,1,0,0,15,62,68,0,0,0,0,0,Airborne,1,Fire Resistance,2,Guild Guidance,1,,,,,Ace Hunter Coin,2,Flying Coin,2,Pinnacle Coin,3,High Commendation,1,82,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1310
Guild Cross Boots β,0,8,3,0,0,15,62,68,0,0,0,0,0,Airborne,1,Guild Guidance,1,,,,,,,Ace Hunter Coin,2,Flying Coin,2,Pinnacle Coin,3,High Commendation,1,82,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1320
Commission Pants α,0,8,0,0,0,50,70,76,2,2,2,2,2,Stealth,2,Affinity Sliding,1,Commission Guidance,1,,,,,Research Commission Ticket,1,Immortal Dragonscale,5,Sinister Cloth,2,High Commendation,2,90,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1330
Commission Pants β,0,8,2,0,0,50,70,76,2,2,2,2,2,Stealth,2,Commission Guidance,1,,,,,,,Research Commission Ticket,1,Immortal Dragonscale,5,Sinister Cloth,2,High Commendation,2,90,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1340
Vangis Greaves α,0,7,0,0,0,13,58,70,1,1,-3,2,-3,Speed Eating,2,Partbreaker,1,,,,,,,Deviljho Scale,3,Deviljho Hide,4,Deviljho Talon,2,Girros Hide+,4,84,Streamstone,1,Wyvern Gem,1,0,1350
Vangis Greaves β,0,7,1,1,0,13,58,70,1,1,-3,2,-3,Speed Eating,2,,,,,,,,,Deviljho Scale,3,Deviljho Hide,4,Deviljho Talon,2,Girros Hide+,4,84,Streamstone,1,Wyvern Gem,1,0,1360
Kulve Taroth's Wrath α,0,8,1,0,0,16,72,78,4,-2,3,-4,-2,Wide-Range,2,Peak Performance,2,,,,,,,Kulve Taroth Golden Scale,12,Kulve Taroth Golden Shell,7,Kulve Taroth Golden Tailshell,4,Vaal Hazak Gem,1,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1370
Kulve Taroth's Wrath β,0,8,2,1,0,16,72,78,4,-2,3,-4,-2,Wide-Range,2,Peak Performance,1,,,,,,,Kulve Taroth Golden Scale,12,Kulve Taroth Golden Shell,7,Kulve Taroth Golden Tailshell,4,Vaal Hazak Gem,1,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1380
Empress Greaves α,0,8,2,1,0,16,70,76,3,1,1,-3,-2,Health Boost,2,Wide-Range,2,Lunastra Favor,1,,,,,Teostra Carapace,4,Lunastra Wing,3,Lunastra Tail,1,Elder Dragon Blood,3,90,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1390
Empress Greaves β,0,8,2,2,0,16,70,76,3,1,1,-3,-2,Health Boost,2,Lunastra Favor,1,,,,,,,Teostra Carapace,4,Lunastra Wing,3,Lunastra Tail,1,Elder Dragon Blood,3,90,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1400
Blossom Boots α,0,5,1,1,0,11,40,62,1,1,4,1,1,Recovery Speed,1,,,,,,,,,Spring Blossom Ticket,3,Carbalite Ore,2,,,,,78,Streamstone Shard,1,Dragonbone Relic,1,0,1410
Diver's Boots α,0,5,2,0,0,11,46,68,1,4,1,1,1,Hunger Resistance,1,,,,,,,,,Summer Twilight Ticket,1,Carbalite Ore,1,Quality Bone,1,,,84,Streamstone Shard,1,Dragonbone Relic,1,0,1420
Harvest Raiz α,0,6,2,1,0,13,52,72,4,1,1,1,1,Mushroomancer,1,,,,,,,,,Autumn Harvest Ticket,1,Monster Hardbone,1,Monster Keenbone,1,,,84,Streamstone Shard,1,Bird Wyvern Gem,1,0,1430
Orion Boots α,0,6,3,1,0,13,58,78,1,1,1,4,1,Heroics,1,,,,,,,,,Winter Star Ticket,1,Fucium Ore,2,Monster Hardbone,1,,,90,Streamstone Shard,1,Bird Wyvern Gem,1,0,1440
Gala Suit Slacks α,0,7,3,1,1,14,64,76,1,1,1,1,4,Divine Blessing,1,Astera Blessing,1,,,,,,,Appreciation Ticket,3,Elder Dragon Bone,1,勇気の証G,2,,,90,Streamstone,1,Wyvern Gem,1,0,1450
Butterfly Crura α,1,5,0,0,0,11,42,64,-1,-1,2,0,2,Marathon Runner,2,Critical Eye,1,,,,,,,Summer Insect Field Guide,1,Hornetaur Carapace,1,Carbalite Ore,2,Quality Bone,1,80,Streamstone Shard,1,Dragonbone Relic,1,0,1460
Butterfly Crura β,1,5,1,0,0,11,42,64,-1,-1,2,0,2,Marathon Runner,2,,,,,,,,,Summer Insect Field Guide,1,Hornetaur Carapace,1,Carbalite Ore,2,Quality Bone,1,80,Streamstone Shard,1,Dragonbone Relic,1,0,1470
Queen Beetle Crura α,2,5,0,0,0,11,42,64,-1,-1,2,0,2,Marathon Runner,2,Critical Eye,1,,,,,,,Summer Insect Field Guide,1,Hornetaur Carapace,1,Carbalite Ore,2,Quality Bone,1,80,Streamstone Shard,1,Dragonbone Relic,1,0,1480
Queen Beetle Crura β,2,5,1,0,0,11,42,64,-1,-1,2,0,2,Marathon Runner,2,,,,,,,,,Summer Insect Field Guide,1,Hornetaur Carapace,1,Carbalite Ore,2,Quality Bone,1,80,Streamstone Shard,1,Dragonbone Relic,1,0,1490
Vaal Hazak Greaves γ,0,8,3,1,0,50,72,78,-4,4,1,-1,-3,Peak Performance,1,Recovery Speed,1,Vaal Hazak Vitality,1,,,,,Vaal Hazak Ticket,1,Vaal Hazak Carapace,5,Vaal Hazak Fang+,3,Vaal Hazak Tail,2,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1500
Kirin Leg Guards γ,0,8,3,0,0,50,72,78,-3,-2,4,-2,2,Blight Resistance,1,Thunder Attack,2,Kirin Favor,1,,,,,Kirin Ticket,1,Kirin Hide+,3,Kirin Mane,4,Novacrystal,1,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1510
Kaiser Greaves γ,0,8,3,1,0,50,72,78,3,-3,1,-3,1,Critical Eye,2,Teostra Technique,1,,,,,,,Teostra Ticket,1,Fire Dragon Scale+,4,Teostra Carapace,4,Teostra Claw+,4,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1520
Kushala Crus γ,0,8,3,0,0,50,72,78,0,2,-3,4,-2,Evade Window,2,Kushala Daora Flight,1,,,,,,,Kushala Daora Ticket,1,Daora Carapace,5,Daora Horn+,2,Daora Tail,2,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1530
Nergigante Greaves γ,0,8,2,2,0,50,72,78,1,1,-3,1,-3,Attack Boost,3,Nergigante Hunger,1,,,,,,,Nergigante Ticket,1,Nergigante Carapace,4,Immortal Dragonscale,4,Nergigante Talon,2,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1540
Zorah Spurs γ,0,8,3,2,0,50,72,78,4,-3,-1,-2,-3,Blast Attack,2,Critical Eye,1,Zorah Magdaros Mastery,1,,,,,Zorah Magdaros Ticket,1,Zorah Magdaros Carapace,5,Zorah Magdaros Magma,2,Zorah Magdaros Ridge,1,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1550
Xeno'jiiva Spurs γ,0,8,2,1,1,50,72,78,-3,2,2,2,-4,Critical Boost,1,Xeno'jiiva Divinity,1,,,,,,,Xeno'jiiva Ticket,1,Xeno'jiiva Shell,4,Xeno'jiiva Claw,3,Xeno'jiiva Gem,1,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1560
Empress Greaves γ,0,8,3,0,0,50,70,76,3,1,1,-3,-2,Earplugs,2,Agitator,1,Lunastra Favor,1,,,,,Lunastra Ticket,1,Lunastra Scale+,4,Lunastra Carapace,4,Lunastra Gem,1,90,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1570
Kulve Taroth's Wrath γ,0,8,3,1,0,16,72,78,4,-2,3,-4,-2,Agitator,2,Heat Guard,1,,,,,,,Kulve Taroth Emperor Nugget,7,Kulve Taroth Golden Scale,15,Kulve Taroth Golden Tailshell,8,Kulve Taroth Golden Glimstone,1,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1580
Azure Starlord Guards α,0,7,3,0,0,13,56,68,2,2,0,0,3,Critical Boost,1,Rathalos Mastery,1,,,,,,,Azure Stargem,1,Dodogama Scale+,5,Azure Rathalos Carapace,5,Dodogama Tail,3,82,Streamstone,1,Wyvern Gem,1,0,1590
Dante's Leather Boots α,0,8,1,1,0,14,64,70,3,-3,3,-3,3,Weakness Exploit,2,,,,,,,,,Red Orb,1,Teostra Carapace,6,Teostra Webbing,3,Teostra Gem,1,84,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1600
Drachen Greaves α,0,8,2,0,0,16,72,78,-2,-2,3,-2,4,Attack Boost,2,Critical Boost,1,Soul of the Dragoon,1,,,,,Behemoth Mane,1,Behemoth Bone,2,Behemoth Shearclaw,1,Firecell Stone,2,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1610
Origin Greaves,0,1,0,0,0,1,6,42,0,0,0,0,0,,,,,,,,,,,※特典,0,,,,,,,72,Streamstone Shard,1,Fucium Ore,3,0,1620
Guardian Boots α+,0,6,0,0,0,1,50,70,2,0,0,2,3,Marathon Runner,1,Divine Blessing,1,,,,,,,※配布,0,,,,,,,82,Streamstone Shard,1,Bird Wyvern Gem,1,0,1630
アーロイレッグα,0,5,2,0,0,11,46,68,1,1,1,1,1,Invalid Message,2,Anjanath Will,1,,,,,,,※ワンセット,0,,,,,,,84,Streamstone Shard,1,Dragonbone Relic,1,1,1640
アーロイレッグγ,0,8,3,0,0,,64,70,1,1,1,1,1,Invalid Message,2,Marathon Runner,1,Anjanath Will,1,,,,,※ワンセット,0,,,,,,,84,Gleaming Streamstone,1,Elder Dragon Bone,2,1,1650
リュウレッグ,0,2,0,0,0,3,12,44,2,0,5,-3,2,Defense Boost,1,,,,,,,,,※ワンセット,0,,,,,,,70,Streamstone Shard,1,Fucium Ore,3,1,1660
リュウレッグα,0,7,1,1,0,14,60,72,2,0,5,-3,2,Defense Boost,1,Constitution,1,Rathalos Mastery,1,,,,,※ワンセット,0,,,,,,,86,Streamstone,1,Wyvern Gem,1,1,1670
さくらレッグα,0,6,1,1,0,13,50,70,0,4,0,4,-2,Defense Boost,1,Evade Window,1,Pink Rathian Mastery,1,,,,,※ワンセット,0,,,,,,,82,Streamstone Shard,1,Bird Wyvern Gem,1,1,1680
Geralt's Legs α,0,8,2,0,0,16,70,76,2,1,-2,-1,3,Marathon Runner,2,Critical Eye,2,Witcher's Knowledge,1,,,,,※ワンセット,0,,,,,,,90,Gleaming Streamstone,1,Elder Dragon Bone,2,1,1690
Ciri's Legs α,0,8,2,1,0,50,70,76,-2,-1,2,1,3,Evade Window,2,Constitution,2,,,,,,,※ワンセット,0,,,,,,,90,Gleaming Streamstone,1,Elder Dragon Bone,2,1,1700
Defender Greaves α,0,6,0,0,0,1,50,70,2,0,0,2,3,Marathon Runner,1,Divine Blessing,1,,,,,,,※武具屋購入,0,,,,,,,82,Streamstone Shard,1,Bird Wyvern Gem,1,0,
Bone Greaves α+,0,9,3,0,0,M1,114,130,2,0,2,0,2,Slugger,1,Horn Maestro,1,,,,,,,Thick Bone,2,Monster Toughbone,1,Boulder Bone,1,,,152,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Bone Greaves β+,0,9,4,0,0,M1,114,130,2,0,2,0,2,Slugger,1,,,,,,,,,Thick Bone,2,Monster Toughbone,1,Boulder Bone,1,,,152,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Alloy Greaves α+,0,9,3,0,0,M1,114,130,-2,0,-2,-2,0,Speed Sharpening,2,Windproof,1,,,,,,,Eltalite Ore,1,Carbalite Ore,2,Spiritvein Crystal,1,,,152,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Alloy Greaves β+,0,9,4,0,0,M1,114,130,-2,0,-2,-2,0,Speed Sharpening,1,Windproof,1,,,,,,,Eltalite Ore,1,Carbalite Ore,2,Spiritvein Crystal,1,,,152,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Vespoid Greaves α+,0,9,3,0,0,M1,116,132,-2,1,1,1,2,Critical Draw,1,Paralysis Resistance,1,,,,,,,Vespoid Razorwing,1,Monster Essence,1,Thick Bone,1,,,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Vespoid Greaves β+,0,9,4,1,0,M1,116,132,-2,1,1,1,2,Critical Draw,1,,,,,,,,,Vespoid Razorwing,1,Monster Essence,1,Thick Bone,1,,,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Hornetaur Greaves α+,0,9,2,1,0,M1,116,132,-1,-1,0,0,2,Handicraft,1,Dragon Attack,1,,,,,,,Hornetaur Razorwing,1,Monster Essence,2,Eltalite Ore,2,,,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Hornetaur Greaves β+,0,9,4,1,0,M1,116,132,-1,-1,0,0,2,Handicraft,1,,,,,,,,,Hornetaur Razorwing,1,Monster Essence,2,Eltalite Ore,2,,,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Gajau Boots α+,0,9,2,1,0,M1,116,132,0,5,0,0,0,Aquatic/Polar Mobility,2,Water Attack,2,,,,,,,Gajau Thickhide,２,Steel Gajau Whisker,1,Eltalite Ore,2,,,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Gajau Boots β+,0,9,4,1,0,M1,116,132,0,5,0,0,0,Aquatic/Polar Mobility,1,Water Attack,1,,,,,,,Gajau Thickhide,２,Steel Gajau Whisker,1,Eltalite Ore,2,,,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Jagras Greaves α+,0,9,2,1,0,M1,116,132,-2,2,-1,-1,1,Free Meal,1,Recovery Up,1,,,,,,,Great Jagras Thickhide,1,Great Jagras Shard,1,Great Jagras Mane+,1,Jagras Shard,1,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Jagras Greaves β+,0,9,4,1,0,M1,116,132,-2,2,-1,-1,1,Free Meal,1,,,,,,,,,Great Jagras Thickhide,1,Great Jagras Shard,1,Great Jagras Mane+,1,Jagras Shard,1,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Tzitzi Greaves α+,0,9,3,0,0,M1,116,132,0,0,-3,-2,0,Sleep Resistance,2,Wide-Range,1,,,,,,,Tzitzi-Ya-Ku Thickhide,2,Tzitzi-Ya-Ku Shard,1,Tzitzi-Ya-Ku Hardclaw,1,Bathycite Ore,2,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Tzitzi Greaves β+,0,9,4,0,0,M1,116,132,0,0,-3,-2,0,Sleep Resistance,1,Wide-Range,1,,,,,,,Tzitzi-Ya-Ku Thickhide,2,Tzitzi-Ya-Ku Shard,1,Tzitzi-Ya-Ku Hardclaw,1,Bathycite Ore,2,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Girros Greaves α+,0,9,1,0,0,M1,116,132,0,-3,2,0,1,Paralysis Attack,2,Free Elem/Ammo Up,1,,,,,,,Great Girros Thickhide,2,Great Girros Hardfang,2,Great Girros Shard,2,Girros Shard,1,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Girros Greaves β+,0,9,4,0,0,M1,116,132,0,-3,2,0,1,Paralysis Attack,2,,,,,,,,,Great Girros Thickhide,2,Great Girros Hardfang,2,Great Girros Shard,2,Girros Shard,1,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Dodogama Greaves α+,0,9,2,1,0,M1,120,136,2,0,-3,0,2,Capacity Boost,1,Blast Attack,1,,,,,,,Dodogama Thickhide,2,Dodogama Lash,1,Dodogama Hardclaw,2,Meldspar Ore,1,158,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Dodogama Greaves β+,0,9,4,1,0,M1,120,136,2,0,-3,0,2,Capacity Boost,1,,,,,,,,,Dodogama Thickhide,2,Dodogama Lash,1,Dodogama Hardclaw,2,Meldspar Ore,1,158,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Kulu Greaves α+,0,9,2,0,0,M1,116,132,0,-3,0,1,0,Critical Eye,2,Item Prolonger,1,,,,,,,Kulu-Ya-Ku Thickhide,2,Kulu-Ya-Ku Shard,1,Jagras Shard,2,,,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Kulu Greaves β+,0,9,4,0,0,M1,116,132,0,-3,0,1,0,Critical Eye,1,Item Prolonger,1,,,,,,,Kulu-Ya-Ku Thickhide,2,Kulu-Ya-Ku Shard,1,Jagras Shard,2,,,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Pukei Greaves α+,0,9,3,0,0,M1,118,134,0,3,-3,0,1,Poison Resistance,2,Poison Attack,2,,,,,,,Pukei-Pukei Cortex,2,Pukei-Pukei Shard,2,Large Pukei-Pukei Sac,1,,,156,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Pukei Greaves β+,0,9,4,2,0,M1,118,134,0,3,-3,0,1,Poison Resistance,2,,,,,,,,,Pukei-Pukei Cortex,2,Pukei-Pukei Shard,2,Large Pukei-Pukei Sac,1,,,156,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Pukei Lagoon Greaves α+,0,9,1,0,0,M4,132,148,0,3,-2,-3,0,Item Prolonger,2,Water Attack,2,,,,,,,Coral Pukei-Pukei Cortex,3,Coral Pukei-Pukei Lash,1,Coral Pukei-Pukei Fellwing,1,Flood Sac,2,170,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Pukei Lagoon Greaves β+,0,9,4,1,0,M4,132,148,0,3,-2,-3,0,Item Prolonger,２,,,,,,,,,Coral Pukei-Pukei Cortex,3,Coral Pukei-Pukei Lash,1,Coral Pukei-Pukei Fellwing,1,Flood Sac,2,170,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Barroth Greaves α+,0,9,3,1,0,M1,118,134,-3,-1,3,-1,0,Stun Resistance,2,Marathon Runner,1,,,,,,,Barroth Chine,2,Barroth Cortex,2,Barroth Hardclaw,1,,,156,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Barroth Greaves β+,0,9,4,2,1,M1,118,134,-3,-1,3,-1,0,Stun Resistance,2,,,,,,,,,Barroth Chine,2,Barroth Cortex,2,Barroth Hardclaw,1,,,156,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Jyura Greaves α+,0,9,2,0,0,M1,118,134,-1,2,-3,0,0,Focus,2,Water Attack,1,,,,,,,Jyuratodus Cortex,1,Jyuratodus Hardfang,2,Jyuratodus Grandfin,2,,,156,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Jyura Greaves β+,0,9,4,1,0,M1,118,134,-1,2,-3,0,0,Focus,1,Water Attack,1,,,,,,,Jyuratodus Cortex,1,Jyuratodus Hardfang,2,Jyuratodus Grandfin,2,,,156,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Beo Greaves α+,0,9,2,0,0,M1,118,134,-3,0,-2,3,2,Earplugs,2,Ice Attack,1,,,,,,,Beotodus Cortex,2,Beotodus Hardhorn,1,Beotodus Grandfin,2,Gracium,3,156,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Beo Greaves β+,0,9,4,0,0,M1,118,134,-3,0,-2,3,2,Earplugs,2,,,,,,,,,Beotodus Cortex,2,Beotodus Hardhorn,1,Beotodus Grandfin,2,Gracium,3,156,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Kadachi Greaves α+,0,9,3,1,0,M1,120,136,0,-3,3,0,0,Thunder Resistance,2,Constitution,1,,,,,,,Tobi-Kadachi Thickfur,2,Tobi-Kadachi Membrane+,1,Tobi-Kadachi Cathode,1,,,158,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
