#名前,"性別(0=両,1=男,2=女)",レア度,スロット1,スロット2,スロット3,入手時期,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数,カスタム強化防御力,カスタム強化素材1,個数1,カスタム強化素材2,個数2,ワンセット防具,仮番号
Uragaan Coil α,0,7,1,1,0,13,60,72,4,-3,1,-2,-2,Partbreaker,1,Thunder Resistance,1,Uragaan Protection,1,,,,,Uragaan Scale+,4,Uragaan Carapace,2,Fucium Ore,5,Monster Hardbone,5,86,Streamstone,1,Wyvern Gem,1,0,1060
Uragaan Coil β,0,7,2,1,0,13,60,72,4,-3,1,-2,-2,Partbreaker,1,Uragaan Protection,1,,,,,,,Uragaan Scale+,4,Uragaan Carapace,2,Fucium Ore,5,Monster Hardbone,5,86,Streamstone,1,Wyvern Gem,1,0,1070
Bazel Coil α,0,7,1,0,0,13,58,70,3,1,-4,-2,-2,Earplugs,2,Jump Master,1,Bazelgeuse Protection,1,,,,,Bazelgeuse Carapace,4,Bazelgeuse Scale+,4,Bazelgeuse Fuse,2,Uragaan Marrow,1,84,Streamstone,1,Wyvern Gem,1,0,1080
Bazel Coil β,0,7,3,0,0,13,58,70,3,1,-4,-2,-2,Earplugs,2,Bazelgeuse Protection,1,,,,,,,Bazelgeuse Carapace,4,Bazelgeuse Scale+,4,Bazelgeuse Fuse,2,Uragaan Marrow,1,84,Streamstone,1,Wyvern Gem,1,0,1090
Damascus Coil α,0,7,1,0,0,14,60,72,4,-2,0,0,0,Focus,1,Iron Skin,2,,,,,,,Elder Dragon Blood,2,Fucium Ore,3,Dodogama Jaw,3,Firecell Stone,1,86,Streamstone,1,Wyvern Gem,1,0,1100
Damascus Coil β,0,7,1,1,1,14,60,72,4,-2,0,0,0,Focus,1,,,,,,,,,Elder Dragon Blood,2,Fucium Ore,3,Dodogama Jaw,3,Firecell Stone,1,86,Streamstone,1,Wyvern Gem,1,0,1110
Dober Coil α,0,7,2,0,0,14,60,72,-2,0,-1,-1,4,Dragon Resistance,2,Attack Boost,1,,,,,,,Elder Dragon Bone,3,Quality Bone,3,Rathalos Medulla,1,Brutal Bone,3,86,Streamstone,1,Wyvern Gem,1,0,1120
Dober Coil β,0,7,3,0,0,14,60,72,-2,0,-1,-1,4,Dragon Resistance,2,,,,,,,,,Elder Dragon Bone,3,Quality Bone,3,Rathalos Medulla,1,Brutal Bone,3,86,Streamstone,1,Wyvern Gem,1,0,1130
Death Stench Bowels α,0,7,0,0,0,14,62,74,3,2,-2,3,-4,Dragon Attack,2,Focus,1,,,,,,,Sinister Cloth,2,Brutal Bone,1,Vaal Hazak Membrane,1,Monster Broth,2,88,Streamstone,1,Wyvern Gem,1,0,1140
Death Stench Bowels β,0,7,1,1,0,14,62,74,3,2,-2,3,-4,Dragon Attack,2,,,,,,,,,Sinister Cloth,2,Brutal Bone,1,Vaal Hazak Membrane,1,Monster Broth,2,88,Streamstone,1,Wyvern Gem,1,0,1150
Nergigante Coil α,0,8,0,0,0,14,64,70,1,1,-3,1,-3,Attack Boost,2,Stamina Surge,1,Nergigante Hunger,1,,,,,Nergigante Carapace,4,Immortal Dragonscale,4,Nergigante Regrowth Plate,4,Novacrystal,1,84,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1160
Nergigante Coil β,0,8,2,0,0,14,64,70,1,1,-3,1,-3,Attack Boost,2,Nergigante Hunger,1,,,,,,,Nergigante Carapace,4,Immortal Dragonscale,4,Nergigante Regrowth Plate,4,Novacrystal,1,84,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1170
Kaiser Coil α,0,8,0,0,0,14,64,70,3,-3,1,-3,1,Blast Attack,2,Weakness Exploit,1,Teostra Technique,1,,,,,Fire Dragon Scale+,4,Teostra Carapace,4,Teostra Mane,1,Elder Dragon Blood,3,84,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1180
Kaiser Coil β,0,8,2,0,0,14,64,70,3,-3,1,-3,1,Blast Attack,2,Teostra Technique,1,,,,,,,Fire Dragon Scale+,4,Teostra Carapace,4,Teostra Mane,1,Elder Dragon Blood,3,84,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1190
Kushala Cocoon α,0,8,0,0,0,14,64,70,0,2,-3,4,-2,Ice Attack,2,Evade Extender,1,Kushala Daora Flight,1,,,,,Daora Dragon Scale+,4,Daora Carapace,4,Daora Horn+,2,Carbalite Ore,5,84,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1200
Kushala Cocoon β,0,8,1,1,0,14,64,70,0,2,-3,4,-2,Ice Attack,2,Kushala Daora Flight,1,,,,,,,Daora Dragon Scale+,4,Daora Carapace,4,Daora Horn+,2,Carbalite Ore,5,84,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1210
Vaal Hazak Coil α,0,8,1,0,0,14,64,70,-4,4,1,-1,-3,Peak Performance,1,Effluvia Resistance,1,Vaal Hazak Vitality,1,,,,,Vaal Hazak Carapace,5,Vaal Hazak Wing,4,Vaal Hazak Membrane,2,Elder Dragon Blood,3,84,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1220
Vaal Hazak Coil β,0,8,1,1,0,14,64,70,-4,4,1,-1,-3,Peak Performance,1,Vaal Hazak Vitality,1,,,,,,,Vaal Hazak Carapace,5,Vaal Hazak Wing,4,Vaal Hazak Membrane,2,Elder Dragon Blood,3,84,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1230
Kirin Hoop α,0,8,0,0,0,14,64,70,-3,-2,4,-2,2,Blight Resistance,1,Free Elem/Ammo Up,1,Kirin Favor,1,,,,,Kirin Hide+,4,Kirin Mane,4,Kirin Azure Horn,3,Novacrystal,1,84,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1240
Kirin Hoop β,0,8,1,1,1,14,64,70,-3,-2,4,-2,2,Blight Resistance,1,Kirin Favor,1,,,,,,,Kirin Hide+,4,Kirin Mane,4,Kirin Azure Horn,3,Novacrystal,1,84,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1250
Xeno'jiiva Spine α,0,8,2,0,0,16,72,78,-3,2,2,2,-4,Blight Resistance,2,Special Ammo Boost,1,Xeno'jiiva Divinity,1,,,,,Xeno'jiiva Shell,4,Xeno'jiiva Wing,2,Xeno'jiiva Tail,2,Odogaron Plate,1,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1260
Xeno'jiiva Spine β,0,8,2,1,0,16,72,78,-3,2,2,2,-4,Blight Resistance,2,Xeno'jiiva Divinity,1,,,,,,,Xeno'jiiva Shell,4,Xeno'jiiva Wing,2,Xeno'jiiva Tail,2,Odogaron Plate,1,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1270
Guild Cross Coil α,0,8,1,0,0,15,62,68,0,0,0,0,0,Fortify,1,Dragon Resistance,2,Guild Guidance,1,,,,,Ace Hunter Coin,2,Flying Coin,2,Pinnacle Coin,3,High Commendation,1,82,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1280
Guild Cross Coil β,0,8,1,1,1,15,62,68,0,0,0,0,0,Fortify,1,Guild Guidance,1,,,,,,,Ace Hunter Coin,2,Flying Coin,2,Pinnacle Coin,3,High Commendation,1,82,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1290
Commission Belt α,0,8,1,0,0,50,70,76,2,2,2,2,2,Mushroomancer,1,Pro Transporter,1,Commission Guidance,1,,,,,Research Commission Ticket,1,Diablos Carapace,8,Great Hornfly,3,High Commendation,1,90,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1300
Commission Belt β,0,8,2,0,0,50,70,76,2,2,2,2,2,Mushroomancer,1,Commission Guidance,1,,,,,,,Research Commission Ticket,1,Diablos Carapace,8,Great Hornfly,3,High Commendation,1,90,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1310
Vangis Coil β,0,7,3,1,0,13,58,70,1,1,-3,2,-3,Latent Power,1,,,,,,,,,Deviljho Scale,3,Deviljho Hide,4,Deviljho Saliva,2,Girros Scale+,3,84,Streamstone,1,Wyvern Gem,1,0,1320
Vangis Coil α,0,7,1,0,0,13,58,70,1,1,-3,2,-3,Latent Power,1,Handicraft,1,,,,,,,Deviljho Scale,3,Deviljho Hide,4,Deviljho Saliva,2,Girros Scale+,3,84,Streamstone,1,Wyvern Gem,1,0,1330
Kulve Taroth's Malice α,0,8,1,0,0,16,72,78,4,-2,3,-4,-2,Free Elem/Ammo Up,1,Handicraft,2,,,,,,,Kulve Taroth Golden Scale,12,Kulve Taroth Golden Shell,7,Kulve Taroth Golden Tailshell,4,Kulve Taroth Golden Glimstone,1,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1340
Kulve Taroth's Malice β,0,8,3,1,0,16,72,78,4,-2,3,-4,-2,Free Elem/Ammo Up,1,Handicraft,1,,,,,,,Kulve Taroth Golden Scale,12,Kulve Taroth Golden Shell,7,Kulve Taroth Golden Tailshell,4,Kulve Taroth Golden Glimstone,1,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1350
Empress Coil α,0,8,2,1,0,16,70,76,3,1,1,-3,-2,Tool Specialist,2,Blast Attack,1,Lunastra Favor,1,,,,,Lunastra Scale+,4,Lunastra Carapace,4,Lunastra Mane,2,Novacrystal,1,90,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1360
Empress Coil β,0,8,2,2,0,16,70,76,3,1,1,-3,-2,Tool Specialist,2,Lunastra Favor,1,,,,,,,Lunastra Scale+,4,Lunastra Carapace,4,Lunastra Mane,2,Novacrystal,1,90,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1370
Blossom Coat α,0,5,1,1,0,11,40,62,1,1,4,1,1,Scoutfly Range Up,1,,,,,,,,,Spring Blossom Ticket,3,Carbalite Ore,1,,,,,78,Streamstone Shard,1,Dragonbone Relic,1,0,1380
Diver's Belt α,0,5,2,0,0,11,46,68,1,4,1,1,1,Aquatic/Polar Mobility,1,,,,,,,,,Summer Twilight Ticket,1,Carbalite Ore,1,Quality Bone,1,,,84,Streamstone Shard,1,Dragonbone Relic,1,0,1390
Harvest Hoja α,0,6,2,1,0,13,52,72,4,1,1,1,1,Constitution,1,,,,,,,,,Autumn Harvest Ticket,1,Monster Hardbone,2,Monster Keenbone,1,,,84,Streamstone Shard,1,Bird Wyvern Gem,1,0,1400
Orion Coat α,0,6,3,1,0,13,58,78,1,1,1,4,1,Health Boost,1,,,,,,,,,Winter Star Ticket,1,Fucium Ore,1,Monster Hardbone,1,,,90,Streamstone Shard,1,Bird Wyvern Gem,1,0,1410
Gala Suit Tail α,0,7,3,1,1,14,64,76,1,1,1,1,4,Invalid Message,1,Astera Blessing,1,,,,,,,Appreciation Ticket,3,Elder Dragon Bone,1,勇気の証G,2,,,90,Streamstone,1,Wyvern Gem,1,0,1420
Butterfly Elytra α,1,5,1,0,0,11,42,64,-1,-1,2,0,2,Defense Boost,2,Marathon Runner,1,,,,,,,Summer Insect Field Guide,1,Vespoid Carapace,1,Dragonvein Crystal,3,Quality Bone,1,80,Streamstone Shard,1,Dragonbone Relic,1,0,1430
Butterfly Elytra β,1,5,3,0,0,11,42,64,-1,-1,2,0,2,Defense Boost,2,,,,,,,,,Summer Insect Field Guide,1,Vespoid Carapace,1,Dragonvein Crystal,3,Quality Bone,1,80,Streamstone Shard,1,Dragonbone Relic,1,0,1440
Queen Beetle Elytra α,2,5,1,0,0,11,42,64,-1,-1,2,0,2,Defense Boost,2,Marathon Runner,1,,,,,,,Summer Insect Field Guide,1,Vespoid Carapace,1,Dragonvein Crystal,3,Quality Bone,1,80,Streamstone Shard,1,Dragonbone Relic,1,0,1450
Queen Beetle Elytra β,2,5,3,0,0,11,42,64,-1,-1,2,0,2,Defense Boost,2,,,,,,,,,Summer Insect Field Guide,1,Vespoid Carapace,1,Dragonvein Crystal,3,Quality Bone,1,80,Streamstone Shard,1,Dragonbone Relic,1,0,1460
Vaal Hazak Coil γ,0,8,2,1,1,50,72,78,-4,4,1,-1,-3,Recovery Speed,2,Dragon Attack,1,Vaal Hazak Vitality,1,,,,,Vaal Hazak Ticket,1,Vaal Hazak Carapace,5,Vaal Hazak Wing,4,Vaal Hazak Membrane,3,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1470
Kirin Hoop γ,0,8,1,1,0,50,72,78,-3,-2,4,-2,2,Marathon Runner,2,Kirin Favor,1,,,,,,,Kirin Ticket,1,Kirin Hide+,3,Kirin Azure Horn,1,Elder Dragon Bone,3,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1480
Kaiser Coil γ,0,8,1,1,0,50,72,78,3,-3,1,-3,1,Latent Power,3,Teostra Technique,1,,,,,,,Teostra Ticket,1,Teostra Horn+,3,Fire Dragon Scale+,6,Teostra Gem,1,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1490
Kushala Cocoon γ,0,8,1,1,0,50,72,78,0,2,-3,4,-2,Handicraft,2,Kushala Daora Flight,1,,,,,,,Kushala Daora Ticket,1,Daora Carapace,5,Daora Dragon Scale+,4,Daora Webbing,3,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1500
Nergigante Coil γ,0,8,3,1,0,50,72,78,1,1,-3,1,-3,Maximum Might,1,Agitator,1,Nergigante Hunger,1,,,,,Nergigante Ticket,1,Nergigante Carapace,4,Nergigante Horn+,1,Nergigante Tail,2,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1510
Zorah Spine γ,0,8,3,2,0,50,72,78,4,-3,-1,-2,-3,Bombardier,2,Critical Eye,1,Zorah Magdaros Mastery,1,,,,,Zorah Magdaros Ticket,1,Zorah Magdaros Carapace,4,Zorah Magdaros Pleura,2,Zorah Magdaros Ridge,1,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1520
Xeno'jiiva Spine γ,0,8,3,1,0,50,72,78,-3,2,2,2,-4,Critical Boost,1,Xeno'jiiva Divinity,1,,,,,,,Xeno'jiiva Ticket,1,Xeno'jiiva Horn,3,Xeno'jiiva Soulscale,6,Xeno'jiiva Gem,1,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1530
Empress Coil γ,0,8,3,0,0,50,70,76,3,1,1,-3,-2,Evade Window,2,Health Boost,2,Lunastra Favor,1,,,,,Lunastra Ticket,1,Lunastra Horn,2,Lunastra Scale+,4,Lunastra Mane,2,90,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1540
Kulve Taroth's Malice γ,0,8,3,0,0,16,72,78,4,-2,3,-4,-2,Critical Boost,1,Weakness Exploit,1,,,,,,,Kulve Taroth Emperor Nugget,7,Kulve Taroth Golden Scale,15,Kulve Taroth Golden Shell,12,Kulve Taroth Golden Tailshell,8,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1550
Azure Starlord Tassets α,0,7,2,0,0,13,56,68,2,2,0,0,3,Handicraft,1,Rathalos Mastery,1,,,,,,,Azure Stargem,1,Azure Rathalos Scale+,6,Azure Rathalos Carapace,5,Azure Rathalos Tail,3,82,Streamstone,1,Wyvern Gem,1,0,1560
Dante's Belt α,0,8,3,0,0,14,64,70,3,-3,3,-3,3,Evade Window,1,Latent Power,1,,,,,,,Red Orb,1,Rathalos Carapace,6,Rathalos Wing,3,Rathalos Plate,1,84,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1570
Drachen Coil α,0,8,3,0,0,16,72,78,-2,-2,3,-2,4,Critical Eye,2,Power Prolonger,1,Soul of the Dragoon,1,,,,,Behemoth Mane,1,Behemoth Bone,2,Behemoth Tail,1,Novacrystal,2,92,Gleaming Streamstone,1,Elder Dragon Bone,2,0,1580
Origin Coil,0,1,0,0,0,1,6,42,0,0,0,0,0,,,,,,,,,,,※特典,0,,,,,,,72,Streamstone Shard,1,Fucium Ore,3,0,1590
Guardian Coil α+,0,6,1,0,0,1,50,70,2,0,0,2,3,Health Boost,2,Divine Blessing,1,,,,,,,※配布,0,,,,,,,82,Streamstone Shard,1,Bird Wyvern Gem,1,0,1600
アーロイウエストα,0,5,3,0,0,11,46,68,1,1,1,1,1,Stealth,2,Anjanath Will,1,,,,,,,※ワンセット,0,,,,,,,84,Streamstone Shard,1,Dragonbone Relic,1,1,1610
アーロイウエストγ,0,8,3,1,0,50,64,70,1,1,1,1,1,Stealth,2,Weakness Exploit,1,Anjanath Will,1,,,,,※ワンセット,0,,,,,,,84,Gleaming Streamstone,1,Elder Dragon Bone,2,1,1620
リュウウエスト,0,2,0,0,0,3,12,44,2,0,5,-3,2,Latent Power,1,,,,,,,,,※ワンセット,0,,,,,,,70,Streamstone Shard,1,Fucium Ore,3,1,1630
リュウウエストα,0,7,3,0,0,14,60,72,2,0,5,-3,2,Agitator,1,Rathalos Mastery,1,,,,,,,※ワンセット,0,,,,,,,86,Streamstone,1,Wyvern Gem,1,1,1640
さくらウエストα,0,6,3,0,0,13,50,70,0,4,0,4,-2,Latent Power,1,Pink Rathian Mastery,1,,,,,,,※ワンセット,0,,,,,,,82,Streamstone Shard,1,Bird Wyvern Gem,1,1,1650
Geralt's Torso α,0,8,2,0,0,16,70,76,2,1,-2,-1,3,Bombardier,2,Weakness Exploit,1,Witcher's Knowledge,1,,,,,※ワンセット,0,,,,,,,90,Gleaming Streamstone,1,Elder Dragon Bone,2,1,1660
Ciri's Torso α,0,8,2,0,0,50,70,76,-2,-1,2,1,3,Free Elem/Ammo Up,1,Evade Extender,1,,,,,,,※ワンセット,0,,,,,,,90,Gleaming Streamstone,1,Elder Dragon Bone,2,1,1670
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680
Bone Coil α+,0,9,3,0,0,M1,114,130,2,0,2,0,2,Horn Maestro,1,Partbreaker,1,,,,,,,Thick Bone,1,Monster Toughbone,1,Ancient Bone,1,,,152,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Bone Coil β+,0,9,4,1,0,M1,114,130,2,0,2,0,2,Horn Maestro,1,,,,,,,,,Thick Bone,1,Monster Toughbone,1,Ancient Bone,1,,,152,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Alloy Coil α+,0,9,3,0,0,M1,114,130,-2,0,-2,-2,0,Poison Resistance,2,Windproof,1,,,,,,,Eltalite Ore,1,Carbalite Ore,2,Spiritvein Crystal,1,,,152,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Alloy Coil β+,0,9,4,0,0,M1,114,130,-2,0,-2,-2,0,Poison Resistance,1,Windproof,1,,,,,,,Eltalite Ore,1,Carbalite Ore,2,Spiritvein Crystal,1,,,152,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Vespoid Coil α+,0,9,3,0,0,M1,116,132,-2,1,1,1,2,Paralysis Resistance,2,Quick Sheath,1,,,,,,,Vespoid Razorwing,1,Monster Essence,2,Thick Bone,2,,,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Vespoid Coil β+,0,9,4,1,0,M1,116,132,-2,1,1,1,2,Paralysis Resistance,1,,,,,,,,,Vespoid Razorwing,1,Monster Essence,2,Thick Bone,2,,,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Hornetaur Coil α+,0,9,2,0,0,M1,116,132,-1,-1,0,0,2,Weakness Exploit,1,Hunger Resistance,1,,,,,,,Hornetaur Razorwing,1,Monster Essence,2,Eltalite Ore,2,,,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Hornetaur Coil β+,0,9,4,1,0,M1,116,132,-1,-1,0,0,2,Weakness Exploit,1,,,,,,,,,Hornetaur Razorwing,1,Monster Essence,2,Eltalite Ore,2,,,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Jagras Coil α+,0,9,2,1,0,M1,116,132,-2,2,-1,-1,1,Recovery Up,1,Speed Eating,1,,,,,,,Great Jagras Thickhide,1,Great Jagras Shard,1,Great Jagras Mane+,1,Jagras Shard,1,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Jagras Coil β+,0,9,4,1,0,M1,116,132,-2,2,-1,-1,1,Recovery Up,1,,,,,,,,,Great Jagras Thickhide,1,Great Jagras Shard,1,Great Jagras Mane+,1,Jagras Shard,1,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Tzitzi Coil α+,0,9,2,0,0,M1,116,132,0,0,-3,-2,0,Wide-Range,2,Water Attack,2,,,,,,,Tzitzi-Ya-Ku Thickhide,2,Tzitzi-Ya-Ku Shard,1,Tzitzi-Ya-Ku Hardclaw,1,Shamos Shard,1,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Tzitzi Coil β+,0,9,4,1,0,M1,116,132,0,0,-3,-2,0,Wide-Range,2,,,,,,,,,Tzitzi-Ya-Ku Thickhide,2,Tzitzi-Ya-Ku Shard,1,Tzitzi-Ya-Ku Hardclaw,1,Shamos Shard,1,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Girros Coil α+,0,9,3,0,0,M1,116,132,0,-3,2,0,1,Effluvial Expert,1,Paralysis Attack,2,,,,,,,Great Girros Thickhide,2,Great Girros Lash,1,Ultraplegia Sac,1,Girros Shard,1,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Girros Coil β+,0,9,4,2,0,M1,116,132,0,-3,2,0,1,Effluvial Expert,1,,,,,,,,,Great Girros Thickhide,2,Great Girros Lash,1,Ultraplegia Sac,1,Girros Shard,1,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Dodogama Coil α+,0,9,2,1,0,M1,120,136,2,0,-3,0,2,Artillery,2,Blast Resistance,1,,,,,,,Dodogama Thickhide,2,Dodogama Shard,2,Dodogama Mandible,1,Eltalite Ore,2,158,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Dodogama Coil β+,0,9,4,1,0,M1,120,136,2,0,-3,0,2,Artillery,2,,,,,,,,,Dodogama Thickhide,2,Dodogama Shard,2,Dodogama Mandible,1,Eltalite Ore,2,158,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Kulu Coil α+,0,9,3,0,0,M1,116,132,0,-3,0,1,0,Item Prolonger,2,Critical Eye,1,,,,,,,Kulu-Ya-Ku Thickhide,2,Large Kulu-Ya-Ku Beak,1,Jagras Shard,1,,,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Kulu Coil β+,0,9,4,1,0,M1,116,132,0,-3,0,1,0,Item Prolonger,2,,,,,,,,,Kulu-Ya-Ku Thickhide,2,Large Kulu-Ya-Ku Beak,1,Jagras Shard,1,,,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Pukei Coil α+,0,9,3,0,0,M1,118,134,0,3,-3,0,1,Poison Attack,2,Item Prolonger,1,,,,,,,Pukei-Pukei Cortex,2,Pukei-Pukei Lash,1,Pukei-Pukei Fellwing,1,激烈毒袋,2,156,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Pukei Coil β+,0,9,4,1,0,M1,118,134,0,3,-3,0,1,Poison Attack,1,Item Prolonger,1,,,,,,,Pukei-Pukei Cortex,2,Pukei-Pukei Lash,1,Pukei-Pukei Fellwing,1,激烈毒袋,2,156,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Pukei Lagoon Coil α+,0,9,2,0,0,M4,132,148,0,3,-2,-3,0,Water Attack,2,Partbreaker,1,,,,,,,Coral Pukei-Pukei Cortex,3,Coral Pukei-Pukei Shard,2,水妖鳥の特大水袋,1,,,170,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Pukei Lagoon Coil β+,0,9,4,0,0,M4,132,148,0,3,-2,-3,0,Water Attack,1,Partbreaker,1,,,,,,,Coral Pukei-Pukei Cortex,3,Coral Pukei-Pukei Shard,2,水妖鳥の特大水袋,1,,,170,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Barroth Coil α+,0,9,1,0,0,M1,118,134,-3,-1,3,-1,0,Agitator,2,Guard,1,,,,,,,Barroth Chine,2,Barroth Crown,1,Barroth Hardclaw,1,Rich Mud,1,156,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Barroth Coil β+,0,9,4,0,0,M1,118,134,-3,-1,3,-1,0,Agitator,2,,,,,,,,,Barroth Chine,2,Barroth Crown,1,Barroth Hardclaw,1,Rich Mud,1,156,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Jyura Coil α+,0,9,3,0,0,M1,118,134,-1,2,-3,0,0,Ice Resistance,2,Latent Power,1,,,,,,,Jyuratodus Cortex,1,Jyuratodus Shard,1,Flood Sac,2,,,156,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Jyura Coil β+,0,9,4,1,0,M1,118,134,-1,2,-3,0,0,Ice Resistance,2,,,,,,,,,Jyuratodus Cortex,1,Jyuratodus Shard,1,Flood Sac,2,,,156,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Beo Coil α+,0,9,2,0,0,M1,118,134,-3,0,-2,3,2,Health Boost,2,Earplugs,2,,,,,,,Beotodus Cortex,2,Beotodus Shard,1,Cryo Sac,2,,,156,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Beo Coil β+,0,9,4,1,0,M1,118,134,-3,0,-2,3,2,Health Boost,2,Earplugs,1,,,,,,,Beotodus Cortex,2,Beotodus Shard,1,Cryo Sac,2,,,156,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Kadachi Coil α+,0,9,3,1,0,M1,120,136,0,-3,3,0,0,Thunder Attack,2,Thunder Resistance,1,,,,,,,Tobi-Kadachi Thickfur,2,Tobi-Kadachi Shard,2,Lightning Sac,1,,,158,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Kadachi Coil β+,0,9,4,1,0,M1,120,136,0,-3,3,0,0,Thunder Attack,2,,,,,,,,,Tobi-Kadachi Thickfur,2,Tobi-Kadachi Shard,2,Lightning Sac,1,,,158,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Viper Kadachi Coil α+,0,9,2,0,0,M3,132,148,1,3,-3,-2,1,Constitution,1,Quick Sheath,1,,,,,,,Viper Tobi-Kadachi Thickfur,2,Viper Tobi-Kadachi Shard,1,Viper Tobi-Kadachi Membrane+,2,激烈毒袋,2,170,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Viper Kadachi Coil β+,0,9,4,1,0,M3,132,148,1,3,-3,-2,1,Constitution,1,,,,,,,,,Viper Tobi-Kadachi Thickfur,2,Viper Tobi-Kadachi Shard,1,Viper Tobi-Kadachi Membrane+,2,激烈毒袋,2,170,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
High Metal Coil α+,0,9,2,2,0,M1,128,144,0,-1,-2,3,0,Capacity Boost,1,Defense Boost,2,,,,,,,Bathycite Ore,1,Meldspar Ore,1,Eltalite Ore,2,,,166,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
High Metal Coil β+,0,9,4,2,0,M1,128,144,0,-1,-2,3,0,Capacity Boost,1,Defense Boost,1,,,,,,,Bathycite Ore,1,Meldspar Ore,1,Eltalite Ore,2,,,166,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Banbaro Coil α+,0,9,3,0,0,M3,130,146,-2,2,-1,3,-3,Mushroomancer,1,Offensive Guard,1,,,,,,,Banbaro Chine,2,Banbaro Cortex,1,Frozen Bone,2,,,168,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Banbaro Coil β+,0,9,4,1,0,M3,130,146,-2,2,-1,3,-3,Mushroomancer,1,,,,,,,,,Banbaro Chine,2,Banbaro Cortex,1,Frozen Bone,2,,,168,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
